Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50.0009685933616
US National,Season onset,Bin,week,40,41,1.62515664703495e-05
US National,Season onset,Bin,week,41,42,1.09328719891442e-05
US National,Season onset,Bin,week,42,43,6.20514356140618e-06
US National,Season onset,Bin,week,43,44,2.7578415828472e-06
US National,Season onset,Bin,week,44,45,6.40213224589527e-06
US National,Season onset,Bin,week,45,46,1.19178154115896e-05
US National,Season onset,Bin,week,46,47,2.18657439782885e-05
US National,Season onset,Bin,week,47,48,4.01856916357733e-05
US National,Season onset,Bin,week,48,49,6.45137941701754e-05
US National,Season onset,Bin,week,49,50,9.09102778917128e-05
US National,Season onset,Bin,week,50,51,0.999145266098002
US National,Season onset,Bin,week,51,52,0.000133656822425844
US National,Season onset,Bin,week,52,53,0.000121542018329766
US National,Season onset,Bin,week,1,2,8.02728889293021e-05
US National,Season onset,Bin,week,2,3,4.21555784806642e-05
US National,Season onset,Bin,week,3,4,3.20106612294763e-05
US National,Season onset,Bin,week,4,5,3.99887029512843e-05
US National,Season onset,Bin,week,5,6,3.47685028123236e-05
US National,Season onset,Bin,week,6,7,2.66919667482711e-05
US National,Season onset,Bin,week,7,8,1.87139250264631e-05
US National,Season onset,Bin,week,8,9,1.82214533152404e-05
US National,Season onset,Bin,week,9,10,1.59560834436159e-05
US National,Season onset,Bin,week,10,11,1.1622332384856e-05
US National,Season onset,Bin,week,11,12,4.92471711222713e-06
US National,Season onset,Bin,week,12,13,1.08343776468997e-06
US National,Season onset,Bin,week,13,14,2.95483026733627e-07
US National,Season onset,Bin,week,14,15,1.96988684489085e-07
US National,Season onset,Bin,week,15,16,9.84943422445422e-08
US National,Season onset,Bin,week,16,17,9.84943422445422e-08
US National,Season onset,Bin,week,17,18,9.84943422445422e-08
US National,Season onset,Bin,week,18,19,9.84943422445422e-08
US National,Season onset,Bin,week,19,20,9.84943422445422e-08
US National,Season onset,Bin,week,20,21,9.84943422445422e-08
US National,Season onset,Bin,week,none,none,9.84943422445422e-08
US National,Season peak week,Point,week,NA,NA,5.99939186256195
US National,Season peak week,Bin,week,40,41,2.13896194672303e-06
US National,Season peak week,Bin,week,41,42,2.50564113758984e-06
US National,Season peak week,Bin,week,42,43,2.47508453835093e-06
US National,Season peak week,Bin,week,43,44,2.81120712997884e-06
US National,Season peak week,Bin,week,44,45,2.04729214900633e-06
US National,Season peak week,Bin,week,45,46,1.80283935509513e-06
US National,Season peak week,Bin,week,46,47,1.68061295813952e-06
US National,Season peak week,Bin,week,47,48,2.29174494291753e-06
US National,Season peak week,Bin,week,48,49,4.09458429801267e-06
US National,Season peak week,Bin,week,49,50,7.85304600439742e-06
US National,Season peak week,Bin,week,50,51,1.17642907069767e-05
US National,Season peak week,Bin,week,51,52,1.59199882034671e-05
US National,Season peak week,Bin,week,52,53,1.80283935509513e-05
US National,Season peak week,Bin,week,1,2,1.95867801121352e-05
US National,Season peak week,Bin,week,2,3,1.76006011616067e-05
US National,Season peak week,Bin,week,3,4,1.90978745243128e-05
US National,Season peak week,Bin,week,4,5,2.16951854596193e-05
US National,Season peak week,Bin,week,5,6,2.49341849789428e-05
US National,Season peak week,Bin,week,6,7,0.999597706275091
US National,Season peak week,Bin,week,7,8,2.35285814139533e-05
US National,Season peak week,Bin,week,8,9,2.15118458641859e-05
US National,Season peak week,Bin,week,9,10,1.7172808772262e-05
US National,Season peak week,Bin,week,10,11,1.33532338673995e-05
US National,Season peak week,Bin,week,11,12,9.62532876025362e-06
US National,Season peak week,Bin,week,12,13,6.7835650310359e-06
US National,Season peak week,Bin,week,13,14,4.30848049268496e-06
US National,Season peak week,Bin,week,14,15,2.44452793911203e-06
US National,Season peak week,Bin,week,15,16,3.0401525282022e-06
US National,Season peak week,Bin,week,16,17,2.95989945425421e-06
US National,Season peak week,Bin,week,17,18,9.56317699293247e-06
US National,Season peak week,Bin,week,18,19,0.000106217465717107
US National,Season peak week,Bin,week,19,20,2.57029517742262e-06
US National,Season peak week,Bin,week,20,21,8.86049739500754e-07
US National,Season peak percentage,Point,percent,NA,NA,5.19974587614726
US National,Season peak percentage,Bin,percent,0,0.1,5.01675753122917e-08
US National,Season peak percentage,Bin,percent,0.1,0.2,5.01675753122917e-08
US National,Season peak percentage,Bin,percent,0.2,0.3,5.01675753122917e-08
US National,Season peak percentage,Bin,percent,0.3,0.4,5.01675753122917e-08
US National,Season peak percentage,Bin,percent,0.4,0.5,7.02346054372083e-07
US National,Season peak percentage,Bin,percent,0.5,0.6,3.06022209404979e-06
US National,Season peak percentage,Bin,percent,0.6,0.7,6.77262266715937e-06
US National,Season peak percentage,Bin,percent,0.7,0.8,6.52178479059791e-06
US National,Season peak percentage,Bin,percent,0.8,0.9,4.11374117560791e-06
US National,Season peak percentage,Bin,percent,0.9,1,1.35452453343187e-06
US National,Season peak percentage,Bin,percent,1,1.1,6.02010903747498e-07
US National,Season peak percentage,Bin,percent,1.1,1.2,2.00670301249166e-07
US National,Season peak percentage,Bin,percent,1.2,1.3,1.00335150624583e-07
US National,Season peak percentage,Bin,percent,1.3,1.4,1.00335150624583e-07
US National,Season peak percentage,Bin,percent,1.4,1.5,5.01675753122917e-08
US National,Season peak percentage,Bin,percent,1.5,1.6,2.00670301249166e-07
US National,Season peak percentage,Bin,percent,1.6,1.7,3.51173027186042e-07
US National,Season peak percentage,Bin,percent,1.7,1.8,8.5284878030896e-07
US National,Season peak percentage,Bin,percent,1.8,1.9,1.00335150624583e-06
US National,Season peak percentage,Bin,percent,1.9,2,1.60536240999333e-06
US National,Season peak percentage,Bin,percent,2,2.1,2.30770846436541e-06
US National,Season peak percentage,Bin,percent,2.1,2.2,2.55854634092688e-06
US National,Season peak percentage,Bin,percent,2.2,2.3,2.45821119030229e-06
US National,Season peak percentage,Bin,percent,2.3,2.4,3.71240057310959e-06
US National,Season peak percentage,Bin,percent,2.4,2.5,4.16390875092021e-06
US National,Season peak percentage,Bin,percent,2.5,2.6,4.81608722998e-06
US National,Season peak percentage,Bin,percent,2.6,2.7,5.11709268185375e-06
US National,Season peak percentage,Bin,percent,2.7,2.8,6.07027661278727e-06
US National,Season peak percentage,Bin,percent,2.8,2.9,7.42480114621914e-06
US National,Season peak percentage,Bin,percent,2.9,3,9.5318393093354e-06
US National,Season peak percentage,Bin,percent,3,3.1,8.12714720059124e-06
US National,Season peak percentage,Bin,percent,3.1,3.2,9.58200688464768e-06
US National,Season peak percentage,Bin,percent,3.2,3.3,1.14883747465148e-05
US National,Season peak percentage,Bin,percent,3.3,3.4,1.0836196267455e-05
US National,Season peak percentage,Bin,percent,3.4,3.5,1.09866989933919e-05
US National,Season peak percentage,Bin,percent,3.5,3.6,1.18395477737008e-05
US National,Season peak percentage,Bin,percent,3.6,3.7,1.09365314180796e-05
US National,Season peak percentage,Bin,percent,3.7,3.8,1.12877044452656e-05
US National,Season peak percentage,Bin,percent,3.8,3.9,1.11372017193287e-05
US National,Season peak percentage,Bin,percent,3.9,4,9.08033113152481e-06
US National,Season peak percentage,Bin,percent,4,4.1,1.10368665687042e-05
US National,Season peak percentage,Bin,percent,4.1,4.2,9.5318393093354e-06
US National,Season peak percentage,Bin,percent,4.2,4.3,9.08033113152481e-06
US National,Season peak percentage,Bin,percent,4.3,4.4,8.92982840558791e-06
US National,Season peak percentage,Bin,percent,4.4,4.5,8.37798507715271e-06
US National,Season peak percentage,Bin,percent,4.5,4.6,8.07697962527896e-06
US National,Season peak percentage,Bin,percent,4.6,4.7,8.82949325496335e-06
US National,Season peak percentage,Bin,percent,4.7,4.8,9.03016355621248e-06
US National,Season peak percentage,Bin,percent,4.8,4.9,7.87630932402978e-06
US National,Season peak percentage,Bin,percent,4.9,5,7.42480114621914e-06
US National,Season peak percentage,Bin,percent,5,5.1,8.32781750184042e-06
US National,Season peak percentage,Bin,percent,5.1,5.2,8.77932567965101e-06
US National,Season peak percentage,Bin,percent,5.2,5.3,0.93916636760606
