Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0174566121993302
US National,Season onset,Bin,week,41,42,0.0126864914239318
US National,Season onset,Bin,week,42,43,0.00456713691261545
US National,Season onset,Bin,week,43,44,0.00314624987313509
US National,Season onset,Bin,week,44,45,0.00639399167766163
US National,Season onset,Bin,week,45,46,0.0153252816401096
US National,Season onset,Bin,week,46,47,0.0242565716025576
US National,Season onset,Bin,week,47,48,0.0381609662031868
US National,Season onset,Bin,week,48,49,0.0654622957474881
US National,Season onset,Bin,week,49,50,0.0921546737034406
US National,Season onset,Bin,week,50,51,0.118745559728002
US National,Season onset,Bin,week,51,52,0.143205115193342
US National,Season onset,Bin,week,52,53,0.115497817923475
US National,Season onset,Bin,week,1,2,0.0856591900943875
US National,Season onset,Bin,week,2,3,0.0459758449203288
US National,Season onset,Bin,week,3,4,0.034405764741703
US National,Season onset,Bin,week,4,5,0.0367400791637065
US National,Season onset,Bin,week,5,6,0.0346087486044859
US National,Season onset,Bin,week,6,7,0.0289252004465645
US National,Season onset,Bin,week,7,8,0.0187760073074191
US National,Season onset,Bin,week,8,9,0.0184715315132447
US National,Season onset,Bin,week,9,10,0.0185730234446362
US National,Season onset,Bin,week,10,11,0.0127879833553233
US National,Season onset,Bin,week,11,12,0.00598802395209581
US National,Season onset,Bin,week,12,13,0.00101491931391454
US National,Season onset,Bin,week,13,14,0.000202983862782909
US National,Season onset,Bin,week,14,15,0.000101491931391454
US National,Season onset,Bin,week,15,16,0.000101491931391454
US National,Season onset,Bin,week,16,17,0.000101491931391454
US National,Season onset,Bin,week,17,18,0.000101491931391454
US National,Season onset,Bin,week,18,19,0.000101491931391454
US National,Season onset,Bin,week,19,20,0.000101491931391454
US National,Season onset,Bin,week,20,21,0.000101491931391454
US National,Season onset,Bin,week,none,none,0.000101491931391454
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00623679710290715
US National,Season peak week,Bin,week,41,42,0.00613620360124736
US National,Season peak week,Bin,week,42,43,0.00623679710290715
US National,Season peak week,Bin,week,43,44,0.00945578915602052
US National,Season peak week,Bin,week,44,45,0.0069409516145257
US National,Season peak week,Bin,week,45,46,0.0055326425912886
US National,Season peak week,Bin,week,46,47,0.00492908158132985
US National,Season peak week,Bin,week,47,48,0.00704154511618549
US National,Season peak week,Bin,week,48,49,0.0119706266975153
US National,Season peak week,Bin,week,49,50,0.0241424403983503
US National,Season peak week,Bin,week,50,51,0.0434563927170305
US National,Season peak week,Bin,week,51,52,0.0527109948697314
US National,Season peak week,Bin,week,52,53,0.0583442309626798
US National,Season peak week,Bin,week,1,2,0.0561311739261644
US National,Season peak week,Bin,week,2,3,0.0631727190423499
US National,Season peak week,Bin,week,3,4,0.0650839955738859
US National,Season peak week,Bin,week,4,5,0.067498239613721
US National,Season peak week,Bin,week,5,6,0.0773564027763806
US National,Season peak week,Bin,week,6,7,0.0787647117996177
US National,Season peak week,Bin,week,7,8,0.0887234684639372
US National,Season peak week,Bin,week,8,9,0.0741374107232673
US National,Season peak week,Bin,week,9,10,0.0571371089427623
US National,Season peak week,Bin,week,10,11,0.0473795392817624
US National,Season peak week,Bin,week,11,12,0.0307816115078966
US National,Season peak week,Bin,week,12,13,0.0204204808369379
US National,Season peak week,Bin,week,13,14,0.0147872447439895
US National,Season peak week,Bin,week,14,15,0.00824866713610301
US National,Season peak week,Bin,week,15,16,0.00392314656473192
US National,Season peak week,Bin,week,16,17,0.00181068302987627
US National,Season peak week,Bin,week,17,18,0.000603561009958757
US National,Season peak week,Bin,week,18,19,0.000402374006639171
US National,Season peak week,Bin,week,19,20,0.000201187003319586
US National,Season peak week,Bin,week,20,21,0.000301780504979378
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.00148060408646728
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00542888165038002
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0144112131082815
US National,Season peak percentage,Bin,percent,0.7,0.8,0.014707333925575
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00809396900602112
US National,Season peak percentage,Bin,percent,0.9,1,0.00365215674661929
US National,Season peak percentage,Bin,percent,1,1.1,0.00138189714736946
US National,Season peak percentage,Bin,percent,1.1,1.2,0.000394827756391274
US National,Season peak percentage,Bin,percent,1.2,1.3,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.3,1.4,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000592241634586912
US National,Season peak percentage,Bin,percent,1.6,1.7,0.001085776330076
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00148060408646728
US National,Season peak percentage,Bin,percent,1.8,1.9,0.0026650873556411
US National,Season peak percentage,Bin,percent,1.9,2,0.00315862205113019
US National,Season peak percentage,Bin,percent,2,2.1,0.00375086368571711
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00592241634586912
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00602112328496693
US National,Season peak percentage,Bin,percent,2.3,2.4,0.0069094857368473
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00878491757970585
US National,Season peak percentage,Bin,percent,2.5,2.6,0.0107590563616622
US National,Season peak percentage,Bin,percent,2.6,2.7,0.0116474188135426
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0133254367782055
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0143125061691837
US National,Season peak percentage,Bin,percent,2.9,3,0.0174711282203139
US National,Season peak percentage,Bin,percent,3,3.1,0.0184581976112921
US National,Season peak percentage,Bin,percent,3.1,3.2,0.0164840588293357
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0214194057842266
US National,Season peak percentage,Bin,percent,3.3,3.4,0.0193465600631724
US National,Season peak percentage,Bin,percent,3.4,3.5,0.0221103543579114
US National,Season peak percentage,Bin,percent,3.5,3.6,0.0225051821143026
US National,Season peak percentage,Bin,percent,3.6,3.7,0.0234922515052808
US National,Season peak percentage,Bin,percent,3.7,3.8,0.0236896653834765
US National,Season peak percentage,Bin,percent,3.8,3.9,0.0180633698549008
US National,Season peak percentage,Bin,percent,3.9,4,0.0204323363932484
US National,Season peak percentage,Bin,percent,4,4.1,0.0183594906721943
US National,Season peak percentage,Bin,percent,4.1,4.2,0.0188530253676833
US National,Season peak percentage,Bin,percent,4.2,4.3,0.020136215575955
US National,Season peak percentage,Bin,percent,4.3,4.4,0.0173724212812161
US National,Season peak percentage,Bin,percent,4.4,4.5,0.0194452670022703
US National,Season peak percentage,Bin,percent,4.5,4.6,0.017964662915803
US National,Season peak percentage,Bin,percent,4.6,4.7,0.0156944033165532
US National,Season peak percentage,Bin,percent,4.7,4.8,0.0173724212812161
US National,Season peak percentage,Bin,percent,4.8,4.9,0.0160892310729444
US National,Season peak percentage,Bin,percent,4.9,5,0.0132267298391077
US National,Season peak percentage,Bin,percent,5,5.1,0.0148060408646728
US National,Season peak percentage,Bin,percent,5.1,5.2,0.014707333925575
US National,Season peak percentage,Bin,percent,5.2,5.3,0.0148060408646728
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0126344882045208
US National,Season peak percentage,Bin,percent,5.4,5.5,0.0159905241338466
US National,Season peak percentage,Bin,percent,5.5,5.6,0.0146086269864771
US National,Season peak percentage,Bin,percent,5.6,5.7,0.0145099200473793
US National,Season peak percentage,Bin,percent,5.7,5.8,0.0135228506564011
US National,Season peak percentage,Bin,percent,5.8,5.9,0.0148060408646728
