Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0144971613949716
US National,Season onset,Bin,week,41,42,0.0110502838605028
US National,Season onset,Bin,week,42,43,0.00577858880778589
US National,Season onset,Bin,week,43,44,0.00233171127331711
US National,Season onset,Bin,week,44,45,0.00628548256285483
US National,Season onset,Bin,week,45,46,0.0131792376317924
US National,Season onset,Bin,week,46,47,0.0263584752635848
US National,Season onset,Bin,week,47,48,0.0435928629359286
US National,Season onset,Bin,week,48,49,0.0678223844282238
US National,Season onset,Bin,week,49,50,0.0919505271695053
US National,Season onset,Bin,week,50,51,0.122668288726683
US National,Season onset,Bin,week,51,52,0.138686131386861
US National,Season onset,Bin,week,52,53,0.126723438767234
US National,Season onset,Bin,week,1,2,0.0846512570965126
US National,Season onset,Bin,week,2,3,0.0384225466342255
US National,Season onset,Bin,week,3,4,0.0379156528791565
US National,Season onset,Bin,week,4,5,0.0351784266017843
US National,Season onset,Bin,week,5,6,0.0328467153284672
US National,Season onset,Bin,week,6,7,0.0293998377939984
US National,Season onset,Bin,week,7,8,0.0189578264395783
US National,Season onset,Bin,week,8,9,0.0167274939172749
US National,Season onset,Bin,week,9,10,0.0164233576642336
US National,Season onset,Bin,week,10,11,0.0119626926196269
US National,Season onset,Bin,week,11,12,0.00415652879156529
US National,Season onset,Bin,week,12,13,0.00141930251419303
US National,Season onset,Bin,week,13,14,0.000202757502027575
US National,Season onset,Bin,week,14,15,0.000101378751013788
US National,Season onset,Bin,week,15,16,0.000101378751013788
US National,Season onset,Bin,week,16,17,0.000101378751013788
US National,Season onset,Bin,week,17,18,0.000101378751013788
US National,Season onset,Bin,week,18,19,0.000101378751013788
US National,Season onset,Bin,week,19,20,0.000101378751013788
US National,Season onset,Bin,week,20,21,0.000101378751013788
US National,Season onset,Bin,week,none,none,0.000101378751013788
US National,Season peak week,Point,week,NA,NA,4
US National,Season peak week,Bin,week,40,41,0.0066218521119695
US National,Season peak week,Bin,week,41,42,0.00702317648239189
US National,Season peak week,Bin,week,42,43,0.00953145379753186
US National,Season peak week,Bin,week,43,44,0.00802648740844788
US National,Season peak week,Bin,week,44,45,0.00551821009330792
US National,Season peak week,Bin,week,45,46,0.00471556135246313
US National,Season peak week,Bin,week,46,47,0.00591953446373031
US National,Season peak week,Bin,week,47,48,0.00802648740844788
US National,Season peak week,Bin,week,48,49,0.0145480084278118
US National,Season peak week,Bin,week,49,50,0.026989063910906
US National,Season peak week,Bin,week,50,51,0.037724490819705
US National,Season peak week,Bin,week,51,52,0.0508678639510384
US National,Season peak week,Bin,week,52,53,0.0614026286746263
US National,Season peak week,Bin,week,1,2,0.0686264673422294
US National,Season peak week,Bin,week,2,3,0.0611016353968095
US National,Season peak week,Bin,week,3,4,0.0580917026186415
US National,Season peak week,Bin,week,4,5,0.0673221631383566
US National,Season peak week,Bin,week,5,6,0.0753486505468045
US National,Season peak week,Bin,week,6,7,0.0811678539179292
US National,Season peak week,Bin,week,7,8,0.0832748068626467
US National,Season peak week,Bin,week,8,9,0.0711347446573693
US National,Season peak week,Bin,week,9,10,0.0595966690077255
US National,Season peak week,Bin,week,10,11,0.042239389986957
US National,Season peak week,Bin,week,11,12,0.0340122403932979
US National,Season peak week,Bin,week,12,13,0.0214708538175981
US National,Season peak week,Bin,week,13,14,0.0153506571686566
US National,Season peak week,Bin,week,14,15,0.0067221832045751
US National,Season peak week,Bin,week,15,16,0.00351158824119595
US National,Season peak week,Bin,week,16,17,0.00250827731513996
US National,Season peak week,Bin,week,17,18,0.000902979833450386
US National,Season peak week,Bin,week,18,19,0.000300993277816795
US National,Season peak week,Bin,week,19,20,0.000300993277816795
US National,Season peak week,Bin,week,20,21,0.000100331092605598
US National,Season peak percentage,Point,percent,NA,NA,4.6
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.00138189714736946
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00740302043233639
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0148060408646728
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0159905241338466
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00898233145790149
US National,Season peak percentage,Bin,percent,0.9,1,0.00305991511203238
US National,Season peak percentage,Bin,percent,1,1.1,0.000987069390978186
US National,Season peak percentage,Bin,percent,1.1,1.2,0.000493534695489093
US National,Season peak percentage,Bin,percent,1.2,1.3,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.3,1.4,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000592241634586912
US National,Season peak percentage,Bin,percent,1.6,1.7,0.00118448326917382
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00138189714736946
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00246767347744546
US National,Season peak percentage,Bin,percent,1.9,2,0.00315862205113019
US National,Season peak percentage,Bin,percent,2,2.1,0.00444181225940184
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00572500246767348
US National,Season peak percentage,Bin,percent,2.2,2.3,0.0053301747112822
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00819267594511894
US National,Season peak percentage,Bin,percent,2.4,2.5,0.0084887967624124
US National,Season peak percentage,Bin,percent,2.5,2.6,0.00996940084887968
US National,Season peak percentage,Bin,percent,2.6,2.7,0.00947586615339058
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0138189714736946
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0132267298391077
US National,Season peak percentage,Bin,percent,2.9,3,0.0184581976112921
US National,Season peak percentage,Bin,percent,3,3.1,0.0174711282203139
US National,Season peak percentage,Bin,percent,3.1,3.2,0.0216168196624223
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0195439739413681
US National,Season peak percentage,Bin,percent,3.3,3.4,0.0210245780278354
US National,Season peak percentage,Bin,percent,3.4,3.5,0.0192478531240746
US National,Season peak percentage,Bin,percent,3.5,3.6,0.0229987168097917
US National,Season peak percentage,Bin,percent,3.6,3.7,0.0229000098706939
US National,Season peak percentage,Bin,percent,3.7,3.8,0.0208271641496397
US National,Season peak percentage,Bin,percent,3.8,3.9,0.0203336294541506
US National,Season peak percentage,Bin,percent,3.9,4,0.019050439245879
US National,Season peak percentage,Bin,percent,4,4.1,0.0218142335406179
US National,Season peak percentage,Bin,percent,4.1,4.2,0.0222090612970092
US National,Season peak percentage,Bin,percent,4.2,4.3,0.0204323363932484
US National,Season peak percentage,Bin,percent,4.3,4.4,0.0177672490376073
US National,Season peak percentage,Bin,percent,4.4,4.5,0.0171750074030204
US National,Season peak percentage,Bin,percent,4.5,4.6,0.0171750074030204
US National,Season peak percentage,Bin,percent,4.6,4.7,0.0182607837330964
US National,Season peak percentage,Bin,percent,4.7,4.8,0.0155956963774553
US National,Season peak percentage,Bin,percent,4.8,4.9,0.0151021616819662
US National,Season peak percentage,Bin,percent,4.9,5,0.0141150922909881
US National,Season peak percentage,Bin,percent,5,5.1,0.014707333925575
US National,Season peak percentage,Bin,percent,5.1,5.2,0.0144112131082815
US National,Season peak percentage,Bin,percent,5.2,5.3,0.0133254367782055
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0158918171947488
US National,Season peak percentage,Bin,percent,5.4,5.5,0.0143125061691837
US National,Season peak percentage,Bin,percent,5.5,5.6,0.0135228506564011
US National,Season peak percentage,Bin,percent,5.6,5.7,0.0152008686210641
US National,Season peak percentage,Bin,percent,5.7,5.8,0.0156944033165532
US National,Season peak percentage,Bin,percent,5.8,5.9,0.0134241437173033
US National,Season peak percentage,Bin,percent,5.9,6,0.0121409535090317
US National,Season peak percentage,Bin,percent,6,6.1,0.0134241437173033
US National,Season peak percentage,Bin,percent,6.1,6.2,0.0122396604481295
US National,Season peak percentage,Bin,percent,6.2,6.3,0.0138189714736946
US National,Season peak percentage,Bin,percent,6.3,6.4,0.015793110255651
US National,Season peak percentage,Bin,percent,6.4,6.5,0.0129306090218142
US National,Season peak percentage,Bin,percent,6.5,6.6,0.0134241437173033
US National,Season peak percentage,Bin,percent,6.6,6.7,0.0107590563616622
US National,Season peak percentage,Bin,percent,6.7,6.8,0.0133254367782055
US National,Season peak percentage,Bin,percent,6.8,6.9,0.0111538841180535
US National,Season peak percentage,Bin,percent,6.9,7,0.0104629355443688
US National,Season peak percentage,Bin,percent,7,7.1,0.0112525910571513
US National,Season peak percentage,Bin,percent,7.1,7.2,0.00917974533609713
US National,Season peak percentage,Bin,percent,7.2,7.3,0.00908103839699931
US National,Season peak percentage,Bin,percent,7.3,7.4,0.00858750370151022
US National,Season peak percentage,Bin,percent,7.4,7.5,0.00996940084887968
US National,Season peak percentage,Bin,percent,7.5,7.6,0.00898233145790149
