Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0169182453652112
US National,Season onset,Bin,week,41,42,0.0130685847431871
US National,Season onset,Bin,week,42,43,0.00466011548981866
US National,Season onset,Bin,week,43,44,0.00344443318812684
US National,Season onset,Bin,week,44,45,0.00729409381015095
US National,Season onset,Bin,week,45,46,0.0142842670448789
US National,Season onset,Bin,week,46,47,0.0272515449295917
US National,Season onset,Bin,week,47,48,0.0388005267956641
US National,Season onset,Bin,week,48,49,0.064532468848141
US National,Season onset,Bin,week,49,50,0.0952284469658596
US National,Season onset,Bin,week,50,51,0.113362374632763
US National,Season onset,Bin,week,51,52,0.138790396109817
US National,Season onset,Bin,week,52,53,0.123493060480195
US National,Season onset,Bin,week,1,2,0.0728396312430352
US National,Season onset,Bin,week,2,3,0.0457907000303921
US National,Season onset,Bin,week,3,4,0.0375848444939722
US National,Season onset,Bin,week,4,5,0.036875696484652
US National,Season onset,Bin,week,5,6,0.0388005267956641
US National,Season onset,Bin,week,6,7,0.0269476243541688
US National,Season onset,Bin,week,7,8,0.0204639854118124
US National,Season onset,Bin,week,8,9,0.0191469962516462
US National,Season onset,Bin,week,9,10,0.0182352345253774
US National,Season onset,Bin,week,10,11,0.0146894944787762
US National,Season onset,Bin,week,11,12,0.00496403606524162
US National,Season onset,Bin,week,12,13,0.00141829601864046
US National,Season onset,Bin,week,13,14,0.000303920575422956
US National,Season onset,Bin,week,14,15,0.000101306858474319
US National,Season onset,Bin,week,15,16,0.000101306858474319
US National,Season onset,Bin,week,16,17,0.000101306858474319
US National,Season onset,Bin,week,17,18,0.000101306858474319
US National,Season onset,Bin,week,18,19,0.000101306858474319
US National,Season onset,Bin,week,19,20,0.000101306858474319
US National,Season onset,Bin,week,20,21,0.000101306858474319
US National,Season onset,Bin,week,none,none,0.000101306858474319
US National,Season peak week,Point,week,NA,NA,4
US National,Season peak week,Bin,week,40,41,0.00673502211499799
US National,Season peak week,Bin,week,41,42,0.0063329312424608
US National,Season peak week,Bin,week,42,43,0.00914756735022115
US National,Season peak week,Bin,week,43,44,0.00794129473260957
US National,Season peak week,Bin,week,44,45,0.00653397667872939
US National,Season peak week,Bin,week,45,46,0.00422195416164053
US National,Season peak week,Bin,week,46,47,0.00522718134298351
US National,Season peak week,Bin,week,47,48,0.00804181745074387
US National,Season peak week,Bin,week,48,49,0.0141737032569361
US National,Season peak week,Bin,week,49,50,0.0271411338962606
US National,Season peak week,Bin,week,50,51,0.0405106554081222
US National,Season peak week,Bin,week,51,52,0.0474467229593888
US National,Season peak week,Bin,week,52,53,0.0616204262163249
US National,Season peak week,Bin,week,1,2,0.0621230398069964
