Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0171573604060914
US National,Season onset,Bin,week,41,42,0.0119796954314721
US National,Season onset,Bin,week,42,43,0.00558375634517767
US National,Season onset,Bin,week,43,44,0.00274111675126904
US National,Season onset,Bin,week,44,45,0.00578680203045685
US National,Season onset,Bin,week,45,46,0.0142131979695431
US National,Season onset,Bin,week,46,47,0.0231472081218274
US National,Season onset,Bin,week,47,48,0.0416243654822335
US National,Season onset,Bin,week,48,49,0.0641624365482234
US National,Season onset,Bin,week,49,50,0.0922842639593909
US National,Season onset,Bin,week,50,51,0.124060913705584
US National,Season onset,Bin,week,51,52,0.137664974619289
US National,Season onset,Bin,week,52,53,0.118274111675127
US National,Season onset,Bin,week,1,2,0.0820304568527919
US National,Season onset,Bin,week,2,3,0.0415228426395939
US National,Season onset,Bin,week,3,4,0.0355329949238579
US National,Season onset,Bin,week,4,5,0.0379695431472081
US National,Season onset,Bin,week,5,6,0.0416243654822335
US National,Season onset,Bin,week,6,7,0.0265989847715736
US National,Season onset,Bin,week,7,8,0.0195939086294416
US National,Season onset,Bin,week,8,9,0.0181725888324873
US National,Season onset,Bin,week,9,10,0.0182741116751269
US National,Season onset,Bin,week,10,11,0.0118781725888325
US National,Season onset,Bin,week,11,12,0.00538071065989848
US National,Season onset,Bin,week,12,13,0.00152284263959391
US National,Season onset,Bin,week,13,14,0.000406091370558376
US National,Season onset,Bin,week,14,15,0.000101522842639594
US National,Season onset,Bin,week,15,16,0.000101522842639594
US National,Season onset,Bin,week,16,17,0.000101522842639594
US National,Season onset,Bin,week,17,18,0.000101522842639594
US National,Season onset,Bin,week,18,19,0.000101522842639594
US National,Season onset,Bin,week,19,20,0.000101522842639594
US National,Season onset,Bin,week,20,21,0.000101522842639594
US National,Season onset,Bin,week,none,none,0.000101522842639594
US National,Season peak week,Point,week,NA,NA,4
US National,Season peak week,Bin,week,40,41,0.0055209797229472
US National,Season peak week,Bin,week,41,42,0.00963661915278057
US National,Season peak week,Bin,week,42,43,0.00853242320819112
US National,Season peak week,Bin,week,43,44,0.00782975306163421
US National,Season peak week,Bin,week,44,45,0.00632403131901225
US National,Season peak week,Bin,week,45,46,0.00602288697048785
US National,Season peak week,Bin,week,46,47,0.00592250552097972
US National,Season peak week,Bin,week,47,48,0.00863280465769926
US National,Season peak week,Bin,week,48,49,0.0148564545272034
US National,Season peak week,Bin,week,49,50,0.0241919293314595
US National,Season peak week,Bin,week,50,51,0.0370407548685003
US National,Season peak week,Bin,week,51,52,0.0486850030114435
US National,Season peak week,Bin,week,52,53,0.0592250552097972
US National,Season peak week,Bin,week,1,2,0.0626380244930737
US National,Season peak week,Bin,week,2,3,0.0639429833366794
US National,Season peak week,Bin,week,3,4,0.0638426018871713
US National,Season peak week,Bin,week,4,5,0.0677574784179883
US National,Season peak week,Bin,week,5,6,0.0777956233688014
US National,Season peak week,Bin,week,6,7,0.0844207990363381
US National,Season peak week,Bin,week,7,8,0.0814093555510942
US National,Season peak week,Bin,week,8,9,0.0708693033527404
US National,Season peak week,Bin,week,9,10,0.0597269624573379
US National,Season peak week,Bin,week,10,11,0.0410560128488255
US National,Season peak week,Bin,week,11,12,0.0339289299337482
US National,Season peak week,Bin,week,12,13,0.0213812487452319
US National,Season peak week,Bin,week,13,14,0.0152579803252359
US National,Season peak week,Bin,week,14,15,0.00692632001606103
US National,Season peak week,Bin,week,15,16,0.00361373218229271
US National,Season peak week,Bin,week,16,17,0.00200762899016262
US National,Season peak week,Bin,week,17,18,0.000501907247540654
US National,Season peak week,Bin,week,18,19,0.000200762899016262
US National,Season peak week,Bin,week,19,20,0.000200762899016262
US National,Season peak week,Bin,week,20,21,0.000100381449508131
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.00118448326917382
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00641595104135821
US National,Season peak percentage,Bin,percent,0.6,0.7,0.014707333925575
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0137202645345968
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00888362451880367
US National,Season peak percentage,Bin,percent,0.9,1,0.00276379429473892
US National,Season peak percentage,Bin,percent,1,1.1,0.000394827756391274
US National,Season peak percentage,Bin,percent,1.1,1.2,0.000493534695489093
US National,Season peak percentage,Bin,percent,1.2,1.3,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.3,1.4,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000789655512782549
US National,Season peak percentage,Bin,percent,1.6,1.7,0.000789655512782549
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00138189714736946
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00207284572105419
US National,Season peak percentage,Bin,percent,1.9,2,0.00256638041654328
US National,Season peak percentage,Bin,percent,2,2.1,0.00394827756391274
US National,Season peak percentage,Bin,percent,2.1,2.2,0.0042443983812062
US National,Season peak percentage,Bin,percent,2.2,2.3,0.0058237094067713
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00769914124962985
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00839008982331458
US National,Season peak percentage,Bin,percent,2.5,2.6,0.0104629355443688
US National,Season peak percentage,Bin,percent,2.6,2.7,0.0117461257526404
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0134241437173033
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0140163853518902
US National,Season peak percentage,Bin,percent,2.9,3,0.0181620767939986
US National,Season peak percentage,Bin,percent,3,3.1,0.0170763004639226
US National,Season peak percentage,Bin,percent,3.1,3.2,0.0159905241338466
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0214194057842266
US National,Season peak percentage,Bin,percent,3.3,3.4,0.0218142335406179
US National,Season peak percentage,Bin,percent,3.4,3.5,0.0210245780278354
US National,Season peak percentage,Bin,percent,3.5,3.6,0.0239857862007699
US National,Season peak percentage,Bin,percent,3.6,3.7,0.0231961306879874
US National,Season peak percentage,Bin,percent,3.7,3.8,0.022307768236107
US National,Season peak percentage,Bin,percent,3.8,3.9,0.0217155266015201
US National,Season peak percentage,Bin,percent,3.9,4,0.021221991906031
US National,Season peak percentage,Bin,percent,4,4.1,0.0227025959924983
US National,Season peak percentage,Bin,percent,4.1,4.2,0.0188530253676833
US National,Season peak percentage,Bin,percent,4.2,4.3,0.0206297502714441
US National,Season peak percentage,Bin,percent,4.3,4.4,0.0186556114894877
US National,Season peak percentage,Bin,percent,4.4,4.5,0.0186556114894877
US National,Season peak percentage,Bin,percent,4.5,4.6,0.0158918171947488
US National,Season peak percentage,Bin,percent,4.6,4.7,0.0180633698549008
US National,Season peak percentage,Bin,percent,4.7,4.8,0.0172737143421182
US National,Season peak percentage,Bin,percent,4.8,4.9,0.0152008686210641
US National,Season peak percentage,Bin,percent,4.9,5,0.0146086269864771
US National,Season peak percentage,Bin,percent,5,5.1,0.0128319020827164
US National,Season peak percentage,Bin,percent,5.1,5.2,0.0139176784127924
US National,Season peak percentage,Bin,percent,5.2,5.3,0.0181620767939986
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0154969894383575
US National,Season peak percentage,Bin,percent,5.4,5.5,0.0133254367782055
US National,Season peak percentage,Bin,percent,5.5,5.6,0.0172737143421182
US National,Season peak percentage,Bin,percent,5.6,5.7,0.0151021616819662
US National,Season peak percentage,Bin,percent,5.7,5.8,0.0152995755601619
US National,Season peak percentage,Bin,percent,5.8,5.9,0.0143125061691837
US National,Season peak percentage,Bin,percent,5.9,6,0.0139176784127924
US National,Season peak percentage,Bin,percent,6,6.1,0.0123383673872273
US National,Season peak percentage,Bin,percent,6.1,6.2,0.0126344882045208
US National,Season peak percentage,Bin,percent,6.2,6.3,0.0135228506564011
US National,Season peak percentage,Bin,percent,6.3,6.4,0.0148060408646728
US National,Season peak percentage,Bin,percent,6.4,6.5,0.0129306090218142
