Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0155203895313451
US National,Season onset,Bin,week,41,42,0.0113613308987624
US National,Season onset,Bin,week,42,43,0.00456482045039562
US National,Season onset,Bin,week,43,44,0.00213024954351795
US National,Season onset,Bin,week,44,45,0.00547778454047474
US National,Season onset,Bin,week,45,46,0.0131872590789207
US National,Season onset,Bin,week,46,47,0.0255629945222155
US National,Season onset,Bin,week,47,48,0.04169202678028
US National,Season onset,Bin,week,48,49,0.0568066544938121
US National,Season onset,Bin,week,49,50,0.0925136944613512
US National,Season onset,Bin,week,50,51,0.121728545343883
US National,Season onset,Bin,week,51,52,0.136234530330696
US National,Season onset,Bin,week,52,53,0.125684723067559
US National,Season onset,Bin,week,1,2,0.0777033881111787
US National,Season onset,Bin,week,2,3,0.0484885372286468
US National,Season onset,Bin,week,3,4,0.0359099208764455
US National,Season onset,Bin,week,4,5,0.0424021099614526
US National,Season onset,Bin,week,5,6,0.0349969567863664
US National,Season onset,Bin,week,6,7,0.0306350172448773
US National,Season onset,Bin,week,7,8,0.0205924122540069
US National,Season onset,Bin,week,8,9,0.0182592818015825
US National,Season onset,Bin,week,9,10,0.0189693649827551
US National,Season onset,Bin,week,10,11,0.0130858186244674
US National,Season onset,Bin,week,11,12,0.00426049908703591
US National,Season onset,Bin,week,12,13,0.00131872590789207
US National,Season onset,Bin,week,13,14,0.000101440454453236
US National,Season onset,Bin,week,14,15,0.000101440454453236
US National,Season onset,Bin,week,15,16,0.000101440454453236
US National,Season onset,Bin,week,16,17,0.000101440454453236
US National,Season onset,Bin,week,17,18,0.000101440454453236
US National,Season onset,Bin,week,18,19,0.000101440454453236
US National,Season onset,Bin,week,19,20,0.000101440454453236
US National,Season onset,Bin,week,20,21,0.000101440454453236
US National,Season onset,Bin,week,none,none,0.000101440454453236
US National,Season peak week,Point,week,NA,NA,4
US National,Season peak week,Bin,week,40,41,0.00602954476936991
US National,Season peak week,Bin,week,41,42,0.00783840820018089
US National,Season peak week,Bin,week,42,43,0.00894382474123204
US National,Season peak week,Bin,week,43,44,0.00602954476936991
US National,Season peak week,Bin,week,44,45,0.00713496131042106
US National,Season peak week,Bin,week,45,46,0.00552708270525575
US National,Season peak week,Bin,week,46,47,0.00613003718219274
US National,Season peak week,Bin,week,47,48,0.00854185508994071
US National,Season peak week,Bin,week,48,49,0.0156768164003618
US National,Season peak week,Bin,week,49,50,0.0242186714903025
US National,Season peak week,Bin,week,50,51,0.0381871168726761
US National,Season peak week,Bin,week,51,52,0.0488393126318963
US National,Season peak week,Bin,week,52,53,0.060998894583459
US National,Season peak week,Bin,week,1,2,0.059190031152648
US National,Season peak week,Bin,week,2,3,0.0635112049040298
US National,Season peak week,Bin,week,3,4,0.0642146517937896
US National,Season peak week,Bin,week,4,5,0.0692392724349312
US National,Season peak week,Bin,week,5,6,0.0804944226710883
US National,Season peak week,Bin,week,6,7,0.0801929454326198
US National,Season peak week,Bin,week,7,8,0.0793890061300372
US National,Season peak week,Bin,week,8,9,0.0784845744146317
US National,Season peak week,Bin,week,9,10,0.0569791980705457
US National,Season peak week,Bin,week,10,11,0.0465279871369712
US National,Season peak week,Bin,week,11,12,0.0318560948648377
US National,Season peak week,Bin,week,12,13,0.0191940508491609
US National,Season peak week,Bin,week,13,14,0.0121595819515627
US National,Season peak week,Bin,week,14,15,0.0066324992463069
US National,Season peak week,Bin,week,15,16,0.00462265098985027
US National,Season peak week,Bin,week,16,17,0.00190935584363381
US National,Season peak week,Bin,week,17,18,0.000703446889759823
US National,Season peak week,Bin,week,18,19,0.000401969651291327
US National,Season peak week,Bin,week,19,20,0.000100492412822832
US National,Season peak week,Bin,week,20,21,0.000100492412822832
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.000987069390978186
US National,Season peak percentage,Bin,percent,0.5,0.6,0.0079952620669233
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0154969894383575
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0138189714736946
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00858750370151022
US National,Season peak percentage,Bin,percent,0.9,1,0.00355344980752147
US National,Season peak percentage,Bin,percent,1,1.1,0.00128319020827164
US National,Season peak percentage,Bin,percent,1.1,1.2,0.00069094857368473
US National,Season peak percentage,Bin,percent,1.2,1.3,0.000394827756391274
US National,Season peak percentage,Bin,percent,1.3,1.4,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000592241634586912
US National,Season peak percentage,Bin,percent,1.6,1.7,0.000987069390978186
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00177672490376073
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00197413878195637
US National,Season peak percentage,Bin,percent,1.9,2,0.00325732899022801
US National,Season peak percentage,Bin,percent,2,2.1,0.00444181225940184
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00375086368571711
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00503405389398875
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00779784818872767
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00858750370151022
US National,Season peak percentage,Bin,percent,2.5,2.6,0.00927845227519495
US National,Season peak percentage,Bin,percent,2.6,2.7,0.011943539630836
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0145099200473793
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0152008686210641
US National,Season peak percentage,Bin,percent,2.9,3,0.0195439739413681
