Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0164483703929333
US National,Season onset,Bin,week,41,42,0.0140115747791654
US National,Season onset,Bin,week,42,43,0.00659965478728805
US National,Season onset,Bin,week,43,44,0.00284292821606254
US National,Season onset,Bin,week,44,45,0.0053812569804041
US National,Season onset,Bin,week,45,46,0.0149253731343284
US National,Season onset,Bin,week,46,47,0.0255863539445629
US National,Season onset,Bin,week,47,48,0.0376687988628287
US National,Season onset,Bin,week,48,49,0.0701594070464007
US National,Season onset,Bin,week,49,50,0.0906691034622804
US National,Season onset,Bin,week,50,51,0.120621382881511
US National,Season onset,Bin,week,51,52,0.134328358208955
US National,Season onset,Bin,week,52,53,0.123159711645852
US National,Season onset,Bin,week,1,2,0.084780180729008
US National,Season onset,Bin,week,2,3,0.0474159813179003
US National,Season onset,Bin,week,3,4,0.0347243374961925
US National,Season onset,Bin,week,4,5,0.0366534673570921
US National,Season onset,Bin,week,5,6,0.0349274037973398
US National,Season onset,Bin,week,6,7,0.0250786881916946
US National,Season onset,Bin,week,7,8,0.0169560361458016
US National,Season onset,Bin,week,8,9,0.0170575692963753
US National,Season onset,Bin,week,9,10,0.0197989643618641
US National,Season onset,Bin,week,10,11,0.0119809117676922
US National,Season onset,Bin,week,11,12,0.00599045588384608
US National,Season onset,Bin,week,12,13,0.00121839780688395
US National,Season onset,Bin,week,13,14,0.000203066301147325
US National,Season onset,Bin,week,14,15,0.000101533150573662
US National,Season onset,Bin,week,15,16,0.000101533150573662
US National,Season onset,Bin,week,16,17,0.000101533150573662
US National,Season onset,Bin,week,17,18,0.000101533150573662
US National,Season onset,Bin,week,18,19,0.000101533150573662
US National,Season onset,Bin,week,19,20,0.000101533150573662
US National,Season onset,Bin,week,20,21,0.000101533150573662
US National,Season onset,Bin,week,none,none,0.000101533150573662
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00684242302274099
US National,Season peak week,Bin,week,41,42,0.00694304689072248
US National,Season peak week,Bin,week,42,43,0.00744616623062991
US National,Season peak week,Bin,week,43,44,0.00734554236264842
US National,Season peak week,Bin,week,44,45,0.00643992755081505
