Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0166683606057526
US National,Season onset,Bin,week,41,42,0.0137209065961988
US National,Season onset,Bin,week,42,43,0.00416709015143815
US National,Season onset,Bin,week,43,44,0.00315072669986787
US National,Season onset,Bin,week,44,45,0.00619981705457872
US National,Season onset,Bin,week,45,46,0.0150421790832402
US National,Season onset,Bin,week,46,47,0.0255107226344141
US National,Season onset,Bin,week,47,48,0.0377070840532574
US National,Season onset,Bin,week,48,49,0.0637259884134567
US National,Season onset,Bin,week,49,50,0.0950299827218213
US National,Season onset,Bin,week,50,51,0.117085069620896
US National,Season onset,Bin,week,51,52,0.134363248297591
US National,Season onset,Bin,week,52,53,0.1265372497205
US National,Season onset,Bin,week,1,2,0.0874072568350442
US National,Season onset,Bin,week,2,3,0.043195446691737
US National,Season onset,Bin,week,3,4,0.0351661754243317
US National,Season onset,Bin,week,4,5,0.0411627197885964
US National,Season onset,Bin,week,5,6,0.0337432665921334
US National,Season onset,Bin,week,6,7,0.0264254497408273
US National,Season onset,Bin,week,7,8,0.0197174509604635
US National,Season onset,Bin,week,8,9,0.0161601788799675
US National,Season onset,Bin,week,9,10,0.0198190873056205
US National,Season onset,Bin,week,10,11,0.0114849070027442
US National,Season onset,Bin,week,11,12,0.00498018091269438
US National,Season onset,Bin,week,12,13,0.000813090761256225
US National,Season onset,Bin,week,13,14,0.000203272690314056
US National,Season onset,Bin,week,14,15,0.000101636345157028
US National,Season onset,Bin,week,15,16,0.000101636345157028
US National,Season onset,Bin,week,16,17,0.000101636345157028
US National,Season onset,Bin,week,17,18,0.000101636345157028
US National,Season onset,Bin,week,18,19,0.000101636345157028
US National,Season onset,Bin,week,19,20,0.000101636345157028
US National,Season onset,Bin,week,20,21,0.000101636345157028
US National,Season onset,Bin,week,none,none,0.000101636345157028
US National,Season peak week,Point,week,NA,NA,4
US National,Season peak week,Bin,week,40,41,0.0061318858061922
US National,Season peak week,Bin,week,41,42,0.00683554483313229
US National,Season peak week,Bin,week,42,43,0.00804181745074387
US National,Season peak week,Bin,week,43,44,0.00894652191395255
US National,Season peak week,Bin,week,44,45,0.00844390832328106
US National,Season peak week,Bin,week,45,46,0.00472456775231202
US National,Season peak week,Bin,week,46,47,0.00653397667872939
US National,Season peak week,Bin,week,47,48,0.00784077201447527
US National,Season peak week,Bin,week,48,49,0.0154804985926819
US National,Season peak week,Bin,week,49,50,0.0267390430237234
US National,Season peak week,Bin,week,50,51,0.0377965420184962
US National,Season peak week,Bin,week,51,52,0.052573381584238
US National,Season peak week,Bin,week,52,53,0.0588057901085645
US National,Season peak week,Bin,week,1,2,0.0649376759147567
US National,Season peak week,Bin,week,2,3,0.0590068355448331
US National,Season peak week,Bin,week,3,4,0.0643345396059509
US National,Season peak week,Bin,week,4,5,0.0679533574587857
US National,Season peak week,Bin,week,5,6,0.0730800160836349
US National,Season peak week,Bin,week,6,7,0.0798150381986329
US National,Season peak week,Bin,week,7,8,0.0798150381986329
US National,Season peak week,Bin,week,8,9,0.0722758343385605
US National,Season peak week,Bin,week,9,10,0.0619219943707278
US National,Season peak week,Bin,week,10,11,0.0438279051065541
US National,Season peak week,Bin,week,11,12,0.0334740651387214
US National,Season peak week,Bin,week,12,13,0.0215118616807398
US National,Season peak week,Bin,week,13,14,0.0128669079211902
US National,Season peak week,Bin,week,14,15,0.00904704463208685
US National,Season peak week,Bin,week,15,16,0.00462404503417772
US National,Season peak week,Bin,week,16,17,0.00190993164455167
US National,Season peak week,Bin,week,17,18,0.000100522718134298
US National,Season peak week,Bin,week,18,19,0.000402090872537193
US National,Season peak week,Bin,week,19,20,0.000100522718134298
US National,Season peak week,Bin,week,20,21,0.000100522718134298
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,0.000197413878195637
US National,Season peak percentage,Bin,percent,0.4,0.5,0.000888362451880367
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00700819267594512
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0132267298391077
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0159905241338466
US National,Season peak percentage,Bin,percent,0.8,0.9,0.0069094857368473
US National,Season peak percentage,Bin,percent,0.9,1,0.00394827756391274
US National,Season peak percentage,Bin,percent,1,1.1,0.000987069390978186
US National,Season peak percentage,Bin,percent,1.1,1.2,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.2,1.3,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.3,1.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000789655512782549
US National,Season peak percentage,Bin,percent,1.6,1.7,0.00148060408646728
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00138189714736946
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00177672490376073
US National,Season peak percentage,Bin,percent,1.9,2,0.00345474286842365
US National,Season peak percentage,Bin,percent,2,2.1,0.00236896653834765
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00572500246767348
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00671207185865166
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00760043431053203
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00967328003158622
US National,Season peak percentage,Bin,percent,2.5,2.6,0.00809396900602112
US National,Season peak percentage,Bin,percent,2.6,2.7,0.0122396604481295
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0126344882045208
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0155956963774553
US National,Season peak percentage,Bin,percent,2.9,3,0.0153982824992597
US National,Season peak percentage,Bin,percent,3,3.1,0.0169775935248248
US National,Season peak percentage,Bin,percent,3.1,3.2,0.0184581976112921
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0191491461849768
US National,Season peak percentage,Bin,percent,3.3,3.4,0.0210245780278354
US National,Season peak percentage,Bin,percent,3.4,3.5,0.0219129404797157
US National,Season peak percentage,Bin,percent,3.5,3.6,0.0225051821143026
US National,Season peak percentage,Bin,percent,3.6,3.7,0.0276379429473892
US National,Season peak percentage,Bin,percent,3.7,3.8,0.0198400947586615
US National,Season peak percentage,Bin,percent,3.8,3.9,0.0206297502714441
US National,Season peak percentage,Bin,percent,3.9,4,0.0216168196624223
US National,Season peak percentage,Bin,percent,4,4.1,0.0207284572105419
US National,Season peak percentage,Bin,percent,4.1,4.2,0.0205310433323463
US National,Season peak percentage,Bin,percent,4.2,4.3,0.0178659559767052
US National,Season peak percentage,Bin,percent,4.3,4.4,0.0167801796466292
US National,Season peak percentage,Bin,percent,4.4,4.5,0.0181620767939986
US National,Season peak percentage,Bin,percent,4.5,4.6,0.0177672490376073
US National,Season peak percentage,Bin,percent,4.6,4.7,0.0206297502714441
US National,Season peak percentage,Bin,percent,4.7,4.8,0.0180633698549008
US National,Season peak percentage,Bin,percent,4.8,4.9,0.0148060408646728
US National,Season peak percentage,Bin,percent,4.9,5,0.013621557595499
US National,Season peak percentage,Bin,percent,5,5.1,0.0165827657684335
US National,Season peak percentage,Bin,percent,5.1,5.2,0.0153982824992597
US National,Season peak percentage,Bin,percent,5.2,5.3,0.0158918171947488
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0143125061691837
US National,Season peak percentage,Bin,percent,5.4,5.5,0.0152008686210641
US National,Season peak percentage,Bin,percent,5.5,5.6,0.0152995755601619
US National,Season peak percentage,Bin,percent,5.6,5.7,0.0134241437173033
US National,Season peak percentage,Bin,percent,5.7,5.8,0.013621557595499
US National,Season peak percentage,Bin,percent,5.8,5.9,0.013621557595499
US National,Season peak percentage,Bin,percent,5.9,6,0.0134241437173033
US National,Season peak percentage,Bin,percent,6,6.1,0.0126344882045208
US National,Season peak percentage,Bin,percent,6.1,6.2,0.0128319020827164
US National,Season peak percentage,Bin,percent,6.2,6.3,0.0135228506564011
US National,Season peak percentage,Bin,percent,6.3,6.4,0.0130293159609121
US National,Season peak percentage,Bin,percent,6.4,6.5,0.0131280229000099
US National,Season peak percentage,Bin,percent,6.5,6.6,0.0134241437173033
US National,Season peak percentage,Bin,percent,6.6,6.7,0.0120422465699339
