Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0178698345009646
US National,Season onset,Bin,week,41,42,0.0115747791653975
US National,Season onset,Bin,week,42,43,0.00558432328155143
US National,Season onset,Bin,week,43,44,0.00263986191491522
US National,Season onset,Bin,week,44,45,0.00487359122753579
US National,Season onset,Bin,week,45,46,0.01441770738146
US National,Season onset,Bin,week,46,47,0.0246725555893999
US National,Season onset,Bin,week,47,48,0.0401055944765966
US National,Season onset,Bin,week,48,49,0.0658950147223068
US National,Season onset,Bin,week,49,50,0.0897553051071175
US National,Season onset,Bin,week,50,51,0.119301451924053
US National,Season onset,Bin,week,51,52,0.137882018479033
US National,Season onset,Bin,week,52,53,0.127931769722815
US National,Season onset,Bin,week,1,2,0.0831556503198294
US National,Season onset,Bin,week,2,3,0.0441669204995431
US National,Season onset,Bin,week,3,4,0.0369580668088131
US National,Season onset,Bin,week,4,5,0.0367550005076658
US National,Season onset,Bin,week,5,6,0.0362473347547974
US National,Season onset,Bin,week,6,7,0.0277185501066098
US National,Season onset,Bin,week,7,8,0.0220326936744847
US National,Season onset,Bin,week,8,9,0.0163468372423596
US National,Season onset,Bin,week,9,10,0.014722306833181
US National,Season onset,Bin,week,10,11,0.0123870443699868
US National,Season onset,Bin,week,11,12,0.0045689917758148
US National,Season onset,Bin,week,12,13,0.00142146410803127
US National,Season onset,Bin,week,13,14,0.000203066301147325
US National,Season onset,Bin,week,14,15,0.000101533150573662
US National,Season onset,Bin,week,15,16,0.000101533150573662
US National,Season onset,Bin,week,16,17,0.000101533150573662
US National,Season onset,Bin,week,17,18,0.000101533150573662
US National,Season onset,Bin,week,18,19,0.000101533150573662
US National,Season onset,Bin,week,19,20,0.000101533150573662
US National,Season onset,Bin,week,20,21,0.000101533150573662
US National,Season onset,Bin,week,none,none,0.000101533150573662
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00562983814215341
US National,Season peak week,Bin,week,41,42,0.00703729767769177
US National,Season peak week,Bin,week,42,43,0.00914848698099929
US National,Season peak week,Bin,week,43,44,0.00834422438926309
US National,Season peak week,Bin,week,44,45,0.00583090379008746
US National,Season peak week,Bin,week,45,46,0.00442344425454911
US National,Season peak week,Bin,week,46,47,0.00542877249421936
US National,Season peak week,Bin,week,47,48,0.00713783050165879
US National,Season peak week,Bin,week,48,49,0.0150799235950538
US National,Season peak week,Bin,week,49,50,0.0263395998793606
US National,Season peak week,Bin,week,50,51,0.0375992761636674
US National,Season peak week,Bin,week,51,52,0.0489594852719413
US National,Season peak week,Bin,week,52,53,0.0591133004926108
US National,Season peak week,Bin,week,1,2,0.0611239569719513
US National,Season peak week,Bin,week,2,3,0.0613250226198854
US National,Season peak week,Bin,week,3,4,0.0666532622901377
US National,Season peak week,Bin,week,4,5,0.0667537951141048
US National,Season peak week,Bin,week,5,6,0.0748969538554338
US National,Season peak week,Bin,week,6,7,0.0819342515331256
US National,Season peak week,Bin,week,7,8,0.0816326530612245
US National,Season peak week,Bin,week,8,9,0.0776113401025435
US National,Season peak week,Bin,week,9,10,0.0602191615562481
US National,Season peak week,Bin,week,10,11,0.043631245601689
US National,Season peak week,Bin,week,11,12,0.0321705036694481
US National,Season peak week,Bin,week,12,13,0.0236252136322509
US National,Season peak week,Bin,week,13,14,0.0142756610033176
US National,Season peak week,Bin,week,14,15,0.00764049462149392
US National,Season peak week,Bin,week,15,16,0.00402131295868101
US National,Season peak week,Bin,week,16,17,0.00180959083140645
US National,Season peak week,Bin,week,17,18,0.00020106564793405
US National,Season peak week,Bin,week,18,19,0.000100532823967025
US National,Season peak week,Bin,week,19,20,0.00020106564793405
US National,Season peak week,Bin,week,20,21,0.000100532823967025
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,0.000197413878195637
US National,Season peak percentage,Bin,percent,0.4,0.5,0.000493534695489093
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00740302043233639
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0153982824992597
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0130293159609121
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00710689961504294
US National,Season peak percentage,Bin,percent,0.9,1,0.00483664001579311
US National,Season peak percentage,Bin,percent,1,1.1,0.00128319020827164
US National,Season peak percentage,Bin,percent,1.1,1.2,0.000493534695489093
US National,Season peak percentage,Bin,percent,1.2,1.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,1.3,1.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000493534695489093
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.6,1.7,0.00069094857368473
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00167801796466292
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00207284572105419
US National,Season peak percentage,Bin,percent,1.9,2,0.00256638041654328
US National,Season peak percentage,Bin,percent,2,2.1,0.00296120817293456
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00503405389398875
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00542888165038002
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00641595104135821
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00750172737143421
US National,Season peak percentage,Bin,percent,2.5,2.6,0.0104629355443688
US National,Season peak percentage,Bin,percent,2.6,2.7,0.011943539630836
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0138189714736946
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0153982824992597
US National,Season peak percentage,Bin,percent,2.9,3,0.015793110255651
US National,Season peak percentage,Bin,percent,3,3.1,0.0180633698549008
US National,Season peak percentage,Bin,percent,3.1,3.2,0.0192478531240746
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0198400947586615
US National,Season peak percentage,Bin,percent,3.3,3.4,0.0228013029315961
US National,Season peak percentage,Bin,percent,3.4,3.5,0.0230974237488895
US National,Season peak percentage,Bin,percent,3.5,3.6,0.0226038890534005
US National,Season peak percentage,Bin,percent,3.6,3.7,0.0215181127233245
US National,Season peak percentage,Bin,percent,3.7,3.8,0.023393544566183
US National,Season peak percentage,Bin,percent,3.8,3.9,0.0215181127233245
US National,Season peak percentage,Bin,percent,3.9,4,0.019050439245879
US National,Season peak percentage,Bin,percent,4,4.1,0.0224064751752048
US National,Season peak percentage,Bin,percent,4.1,4.2,0.0209258710887375
US National,Season peak percentage,Bin,percent,4.2,4.3,0.0200375086368572
US National,Season peak percentage,Bin,percent,4.3,4.4,0.0180633698549008
US National,Season peak percentage,Bin,percent,4.4,4.5,0.0216168196624223
US National,Season peak percentage,Bin,percent,4.5,4.6,0.0161879380120422
US National,Season peak percentage,Bin,percent,4.6,4.7,0.014707333925575
US National,Season peak percentage,Bin,percent,4.7,4.8,0.0162866449511401
US National,Season peak percentage,Bin,percent,4.8,4.9,0.015793110255651
US National,Season peak percentage,Bin,percent,4.9,5,0.0144112131082815
US National,Season peak percentage,Bin,percent,5,5.1,0.0170763004639226
US National,Season peak percentage,Bin,percent,5.1,5.2,0.0137202645345968
US National,Season peak percentage,Bin,percent,5.2,5.3,0.0152008686210641
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0133254367782055
US National,Season peak percentage,Bin,percent,5.4,5.5,0.0143125061691837
US National,Season peak percentage,Bin,percent,5.5,5.6,0.014707333925575
US National,Season peak percentage,Bin,percent,5.6,5.7,0.0159905241338466
US National,Season peak percentage,Bin,percent,5.7,5.8,0.0135228506564011
US National,Season peak percentage,Bin,percent,5.8,5.9,0.0128319020827164
US National,Season peak percentage,Bin,percent,5.9,6,0.0139176784127924
US National,Season peak percentage,Bin,percent,6,6.1,0.0138189714736946
US National,Season peak percentage,Bin,percent,6.1,6.2,0.0132267298391077
US National,Season peak percentage,Bin,percent,6.2,6.3,0.0137202645345968
US National,Season peak percentage,Bin,percent,6.3,6.4,0.0120422465699339
US National,Season peak percentage,Bin,percent,6.4,6.5,0.0139176784127924
US National,Season peak percentage,Bin,percent,6.5,6.6,0.0131280229000099
US National,Season peak percentage,Bin,percent,6.6,6.7,0.012535781265423
US National,Season peak percentage,Bin,percent,6.7,6.8,0.0110551771789557
US National,Season peak percentage,Bin,percent,6.8,6.9,0.0101668147270753
US National,Season peak percentage,Bin,percent,6.9,7,0.0105616424834666
