Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.016246953696182
US National,Season onset,Bin,week,41,42,0.0114744110479285
US National,Season onset,Bin,week,42,43,0.00446791226645004
US National,Season onset,Bin,week,43,44,0.00172623883021933
US National,Season onset,Bin,week,44,45,0.00568643379366369
US National,Season onset,Bin,week,45,46,0.0115759545085297
US National,Season onset,Bin,week,46,47,0.0255889520714866
US National,Season onset,Bin,week,47,48,0.0439683184402924
US National,Season onset,Bin,week,48,49,0.0647847278635256
US National,Season onset,Bin,week,49,50,0.0940292445166531
US National,Season onset,Bin,week,50,51,0.120938261575955
US National,Season onset,Bin,week,51,52,0.138708367181154
US National,Season onset,Bin,week,52,53,0.129163281884647
US National,Season onset,Bin,week,1,2,0.0751421608448416
US National,Season onset,Bin,week,2,3,0.042140536149472
US National,Season onset,Bin,week,3,4,0.0339155158407799
US National,Season onset,Bin,week,4,5,0.0411251015434606
US National,Season onset,Bin,week,5,6,0.0373679935012185
US National,Season onset,Bin,week,6,7,0.0278229082047116
US National,Season onset,Bin,week,7,8,0.0192932575142161
US National,Season onset,Bin,week,8,9,0.0172623883021933
US National,Season onset,Bin,week,9,10,0.0181762794476036
US National,Season onset,Bin,week,10,11,0.0116774979691308
US National,Season onset,Bin,week,11,12,0.00568643379366369
US National,Season onset,Bin,week,12,13,0.00111697806661251
US National,Season onset,Bin,week,13,14,0.000101543460601137
US National,Season onset,Bin,week,14,15,0.000101543460601137
US National,Season onset,Bin,week,15,16,0.000101543460601137
US National,Season onset,Bin,week,16,17,0.000101543460601137
US National,Season onset,Bin,week,17,18,0.000101543460601137
US National,Season onset,Bin,week,18,19,0.000101543460601137
US National,Season onset,Bin,week,19,20,0.000101543460601137
US National,Season onset,Bin,week,20,21,0.000101543460601137
US National,Season onset,Bin,week,none,none,0.000101543460601137
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00532395781014566
US National,Season peak week,Bin,week,41,42,0.0059266700150678
US National,Season peak week,Bin,week,42,43,0.00803616273229533
US National,Season peak week,Bin,week,43,44,0.00793571069814164
US National,Season peak week,Bin,week,44,45,0.00662983425414365
US National,Season peak week,Bin,week,45,46,0.00441988950276243
US National,Season peak week,Bin,week,46,47,0.00582621798091411
US National,Season peak week,Bin,week,47,48,0.00813661476644902
US National,Season peak week,Bin,week,48,49,0.0144650929181316
US National,Season peak week,Bin,week,49,50,0.0273229532898041
US National,Season peak week,Bin,week,50,51,0.0404821697639377
US National,Season peak week,Bin,week,51,52,0.0500251130085384
US National,Season peak week,Bin,week,52,53,0.0591662481165244
US National,Season peak week,Bin,week,1,2,0.0633852335509794
US National,Season peak week,Bin,week,2,3,0.0565544952285284
US National,Season peak week,Bin,week,3,4,0.061878453038674
US National,Season peak week,Bin,week,4,5,0.0709191361125063
US National,Season peak week,Bin,week,5,6,0.079156202913109
US National,Season peak week,Bin,week,6,7,0.0842792566549473
US National,Season peak week,Bin,week,7,8,0.0767453540934204
US National,Season peak week,Bin,week,8,9,0.0758412857860372
US National,Season peak week,Bin,week,9,10,0.0621798091411351
US National,Season peak week,Bin,week,10,11,0.0485183324962331
US National,Season peak week,Bin,week,11,12,0.028327473631341
US National,Season peak week,Bin,week,12,13,0.0207935710698142
US National,Season peak week,Bin,week,13,14,0.0125565042692114
US National,Season peak week,Bin,week,14,15,0.00823706680060271
