Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0156329306669374
US National,Season onset,Bin,week,41,42,0.0123845294893919
US National,Season onset,Bin,week,42,43,0.00517713937671302
US National,Season onset,Bin,week,43,44,0.00233478834636078
US National,Season onset,Bin,week,44,45,0.00649680235509085
US National,Season onset,Bin,week,45,46,0.0143132676885595
US National,Season onset,Bin,week,46,47,0.0283219977667242
US National,Season onset,Bin,week,47,48,0.041011064866511
US National,Season onset,Bin,week,48,49,0.0618211349101614
US National,Season onset,Bin,week,49,50,0.0935945589280276
US National,Season onset,Bin,week,50,51,0.116942442391635
US National,Season onset,Bin,week,51,52,0.137854024972084
US National,Season onset,Bin,week,52,53,0.121510506547559
US National,Season onset,Bin,week,1,2,0.0846614556897777
US National,Season onset,Bin,week,2,3,0.0416201400873008
US National,Season onset,Bin,week,3,4,0.0378641762257639
US National,Season onset,Bin,week,4,5,0.0388793015937468
US National,Season onset,Bin,week,5,6,0.0370520759313775
US National,Season onset,Bin,week,6,7,0.028931072987514
US National,Season onset,Bin,week,7,8,0.0190843569180794
US National,Season onset,Bin,week,8,9,0.0170541061821135
US National,Season onset,Bin,week,9,10,0.0166480560349203
US National,Season onset,Bin,week,10,11,0.0128920921733834
US National,Season onset,Bin,week,11,12,0.00548167698710791
US National,Season onset,Bin,week,12,13,0.00152268805197442
US National,Season onset,Bin,week,13,14,0.000101512536798295
US National,Season onset,Bin,week,14,15,0.000101512536798295
US National,Season onset,Bin,week,15,16,0.000101512536798295
US National,Season onset,Bin,week,16,17,0.000101512536798295
US National,Season onset,Bin,week,17,18,0.000101512536798295
US National,Season onset,Bin,week,18,19,0.000101512536798295
US National,Season onset,Bin,week,19,20,0.000101512536798295
US National,Season onset,Bin,week,20,21,0.000101512536798295
US National,Season onset,Bin,week,none,none,0.000101512536798295
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00551654964894684
US National,Season peak week,Bin,week,41,42,0.00912738214643932
US National,Season peak week,Bin,week,42,43,0.0086258776328987
US National,Season peak week,Bin,week,43,44,0.00812437311935807
US National,Season peak week,Bin,week,44,45,0.00672016048144433
US National,Season peak week,Bin,week,45,46,0.00471414242728185
US National,Season peak week,Bin,week,46,47,0.00641925777331996
