Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0166666666666667
US National,Season onset,Bin,week,41,42,0.0119918699186992
US National,Season onset,Bin,week,42,43,0.00518292682926829
US National,Season onset,Bin,week,43,44,0.00294715447154472
US National,Season onset,Bin,week,44,45,0.00711382113821138
US National,Season onset,Bin,week,45,46,0.0152439024390244
US National,Season onset,Bin,week,46,47,0.0244918699186992
US National,Season onset,Bin,week,47,48,0.0391260162601626
US National,Season onset,Bin,week,48,49,0.063109756097561
US National,Season onset,Bin,week,49,50,0.0939024390243902
US National,Season onset,Bin,week,50,51,0.121443089430894
US National,Season onset,Bin,week,51,52,0.13770325203252
US National,Season onset,Bin,week,52,53,0.127134146341463
US National,Season onset,Bin,week,1,2,0.0804878048780488
US National,Season onset,Bin,week,2,3,0.0445121951219512
US National,Season onset,Bin,week,3,4,0.0318089430894309
US National,Season onset,Bin,week,4,5,0.0388211382113821
US National,Season onset,Bin,week,5,6,0.0341463414634146
US National,Season onset,Bin,week,6,7,0.0273373983739837
US National,Season onset,Bin,week,7,8,0.021239837398374
US National,Season onset,Bin,week,8,9,0.0166666666666667
US National,Season onset,Bin,week,9,10,0.0176829268292683
US National,Season onset,Bin,week,10,11,0.0123983739837398
US National,Season onset,Bin,week,11,12,0.00569105691056911
US National,Season onset,Bin,week,12,13,0.00182926829268293
US National,Season onset,Bin,week,13,14,0.000508130081300813
US National,Season onset,Bin,week,14,15,0.000101626016260163
US National,Season onset,Bin,week,15,16,0.000101626016260163
US National,Season onset,Bin,week,16,17,0.000101626016260163
US National,Season onset,Bin,week,17,18,0.000101626016260163
US National,Season onset,Bin,week,18,19,0.000101626016260163
US National,Season onset,Bin,week,19,20,0.000101626016260163
US National,Season onset,Bin,week,20,21,0.000101626016260163
US National,Season onset,Bin,week,none,none,0.000101626016260163
US National,Season peak week,Point,week,NA,NA,4
US National,Season peak week,Bin,week,40,41,0.00663050030138638
US National,Season peak week,Bin,week,41,42,0.0070323488045007
US National,Season peak week,Bin,week,42,43,0.00783604581072935
US National,Season peak week,Bin,week,43,44,0.00934297769740808
US National,Season peak week,Bin,week,44,45,0.00572634116937914
US National,Season peak week,Bin,week,45,46,0.00512356841470766
US National,Season peak week,Bin,week,46,47,0.00602772754671489
US National,Season peak week,Bin,week,47,48,0.00904159132007233
US National,Season peak week,Bin,week,48,49,0.0157725537472373
US National,Season peak week,Bin,week,49,50,0.0233072131806309
US National,Season peak week,Bin,week,50,51,0.038175607795861
US National,Season peak week,Bin,week,51,52,0.0538476994173197
US National,Season peak week,Bin,week,52,53,0.0589712678320273
US National,Season peak week,Bin,week,1,2,0.0626883664858348
US National,Season peak week,Bin,week,2,3,0.0596745027124774
US National,Season peak week,Bin,week,3,4,0.0627888286116134
US National,Season peak week,Bin,week,4,5,0.0720313441832429
US National,Season peak week,Bin,week,5,6,0.0759493670886076
US National,Season peak week,Bin,week,6,7,0.0828812537673297
US National,Season peak week,Bin,week,7,8,0.0870002009242516
US National,Season peak week,Bin,week,8,9,0.0702230259192285
US National,Season peak week,Bin,week,9,10,0.0578661844484629
US National,Season peak week,Bin,week,10,11,0.0418927064496685
US National,Season peak week,Bin,week,11,12,0.0337552742616034
US National,Season peak week,Bin,week,12,13,0.018485031143259
US National,Season peak week,Bin,week,13,14,0.0142656218605586
US National,Season peak week,Bin,week,14,15,0.00693188667872212
US National,Season peak week,Bin,week,15,16,0.004319871408479
US National,Season peak week,Bin,week,16,17,0.00150693188667872
US National,Season peak week,Bin,week,17,18,0.000401848503114326
US National,Season peak week,Bin,week,18,19,0.000301386377335744
US National,Season peak week,Bin,week,19,20,0.000100462125778581
US National,Season peak week,Bin,week,20,21,0.000100462125778581
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.000888362451880367
US National,Season peak percentage,Bin,percent,0.5,0.6,0.0069094857368473
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0160892310729444
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0121409535090317
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00888362451880367
US National,Season peak percentage,Bin,percent,0.9,1,0.0026650873556411
US National,Season peak percentage,Bin,percent,1,1.1,0.00148060408646728
US National,Season peak percentage,Bin,percent,1.1,1.2,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.2,1.3,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.3,1.4,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000987069390978186
US National,Season peak percentage,Bin,percent,1.6,1.7,0.00128319020827164
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00128319020827164
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00187543184285855
US National,Season peak percentage,Bin,percent,1.9,2,0.00227025959924983
US National,Season peak percentage,Bin,percent,2,2.1,0.00414569144210838
US National,Season peak percentage,Bin,percent,2.1,2.2,0.0053301747112822
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00621853716316257
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00829138288421676
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00789655512782549
US National,Season peak percentage,Bin,percent,2.5,2.6,0.0105616424834666
US National,Season peak percentage,Bin,percent,2.6,2.7,0.0129306090218142
US National,Season peak percentage,Bin,percent,2.7,2.8,0.014707333925575
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0154969894383575
US National,Season peak percentage,Bin,percent,2.9,3,0.017964662915803
US National,Season peak percentage,Bin,percent,3,3.1,0.0192478531240746
US National,Season peak percentage,Bin,percent,3.1,3.2,0.0158918171947488
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0224064751752048
