Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0151253679829459
US National,Season onset,Bin,week,41,42,0.011369404121409
US National,Season onset,Bin,week,42,43,0.00588772713430109
US National,Season onset,Bin,week,43,44,0.00274083849355395
US National,Season onset,Bin,week,44,45,0.00680133996548574
US National,Season onset,Bin,week,45,46,0.0142117551517612
US National,Season onset,Bin,week,46,47,0.0252766216627754
US National,Season onset,Bin,week,47,48,0.0405035021825195
US National,Season onset,Bin,week,48,49,0.0614150847629682
US National,Season onset,Bin,week,49,50,0.0946096842960106
US National,Season onset,Bin,week,50,51,0.122525631915542
US National,Season onset,Bin,week,51,52,0.141914526444016
US National,Season onset,Bin,week,52,53,0.123946807430718
US National,Season onset,Bin,week,1,2,0.0750177646939397
US National,Season onset,Bin,week,2,3,0.0419246776976957
US National,Season onset,Bin,week,3,4,0.0363414881737895
US National,Season onset,Bin,week,4,5,0.0425337529184854
US National,Season onset,Bin,week,5,6,0.0347172875850167
US National,Season onset,Bin,week,6,7,0.0257841843467668
US National,Season onset,Bin,week,7,8,0.0211146076540453
US National,Season onset,Bin,week,8,9,0.0170541061821135
US National,Season onset,Bin,week,9,10,0.0188813318444828
US National,Season onset,Bin,week,10,11,0.0118769668054005
US National,Season onset,Bin,week,11,12,0.00477108922951985
US National,Season onset,Bin,week,12,13,0.00203025073596589
US National,Season onset,Bin,week,13,14,0.000812100294386357
US National,Season onset,Bin,week,14,15,0.000101512536798295
US National,Season onset,Bin,week,15,16,0.000101512536798295
US National,Season onset,Bin,week,16,17,0.000101512536798295
US National,Season onset,Bin,week,17,18,0.000101512536798295
US National,Season onset,Bin,week,18,19,0.000101512536798295
US National,Season onset,Bin,week,19,20,0.000101512536798295
US National,Season onset,Bin,week,20,21,0.000101512536798295
US National,Season onset,Bin,week,none,none,0.000101512536798295
US National,Season peak week,Point,week,NA,NA,4
US National,Season peak week,Bin,week,40,41,0.00552763819095477
US National,Season peak week,Bin,week,41,42,0.0078391959798995
US National,Season peak week,Bin,week,42,43,0.00874371859296482
US National,Season peak week,Bin,week,43,44,0.00723618090452261
US National,Season peak week,Bin,week,44,45,0.00653266331658291
US National,Season peak week,Bin,week,45,46,0.00402010050251256
US National,Season peak week,Bin,week,46,47,0.00592964824120603
US National,Season peak week,Bin,week,47,48,0.00844221105527638
US National,Season peak week,Bin,week,48,49,0.0162814070351759
US National,Season peak week,Bin,week,49,50,0.0255276381909548
US National,Season peak week,Bin,week,50,51,0.0347738693467337
US National,Season peak week,Bin,week,51,52,0.0521608040201005
US National,Season peak week,Bin,week,52,53,0.0603015075376884
US National,Season peak week,Bin,week,1,2,0.0642211055276382
US National,Season peak week,Bin,week,2,3,0.0607035175879397
US National,Season peak week,Bin,week,3,4,0.0620100502512563
US National,Season peak week,Bin,week,4,5,0.0723618090452261
US National,Season peak week,Bin,week,5,6,0.0747738693467337
US National,Season peak week,Bin,week,6,7,0.0860301507537688
US National,Season peak week,Bin,week,7,8,0.0778894472361809
US National,Season peak week,Bin,week,8,9,0.0776884422110553
US National,Season peak week,Bin,week,9,10,0.0607035175879397
US National,Season peak week,Bin,week,10,11,0.0431155778894472
US National,Season peak week,Bin,week,11,12,0.0310552763819095
US National,Season peak week,Bin,week,12,13,0.0208040201005025
US National,Season peak week,Bin,week,13,14,0.0132663316582915
US National,Season peak week,Bin,week,14,15,0.00633165829145729
US National,Season peak week,Bin,week,15,16,0.00301507537688442
US National,Season peak week,Bin,week,16,17,0.00180904522613065
US National,Season peak week,Bin,week,17,18,0.00050251256281407
US National,Season peak week,Bin,week,18,19,0.000100502512562814
US National,Season peak week,Bin,week,19,20,0.000100502512562814
US National,Season peak week,Bin,week,20,21,0.000201005025125628
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.001085776330076
US National,Season peak percentage,Bin,percent,0.5,0.6,0.0079952620669233
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0155956963774553
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0141150922909881
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00996940084887968
US National,Season peak percentage,Bin,percent,0.9,1,0.00365215674661929
US National,Season peak percentage,Bin,percent,1,1.1,0.00128319020827164
US National,Season peak percentage,Bin,percent,1.1,1.2,0.000493534695489093
US National,Season peak percentage,Bin,percent,1.2,1.3,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.3,1.4,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000394827756391274
US National,Season peak percentage,Bin,percent,1.6,1.7,0.000592241634586912
US National,Season peak percentage,Bin,percent,1.7,1.8,0.0015793110255651
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00167801796466292
US National,Season peak percentage,Bin,percent,1.9,2,0.00246767347744546
US National,Season peak percentage,Bin,percent,2,2.1,0.00375086368571711
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00602112328496693
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00671207185865166
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00769914124962985
US National,Season peak percentage,Bin,percent,2.4,2.5,0.0069094857368473
US National,Season peak percentage,Bin,percent,2.5,2.6,0.0113512979962491
US National,Season peak percentage,Bin,percent,2.6,2.7,0.0110551771789557
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0126344882045208
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0146086269864771
US National,Season peak percentage,Bin,percent,2.9,3,0.0144112131082815
US National,Season peak percentage,Bin,percent,3,3.1,0.0152008686210641
US National,Season peak percentage,Bin,percent,3.1,3.2,0.0192478531240746
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0193465600631724
US National,Season peak percentage,Bin,percent,3.3,3.4,0.0217155266015201
US National,Season peak percentage,Bin,percent,3.4,3.5,0.0209258710887375
US National,Season peak percentage,Bin,percent,3.5,3.6,0.0199388016977594
US National,Season peak percentage,Bin,percent,3.6,3.7,0.0221103543579114
US National,Season peak percentage,Bin,percent,3.7,3.8,0.0207284572105419
US National,Season peak percentage,Bin,percent,3.8,3.9,0.0199388016977594
US National,Season peak percentage,Bin,percent,3.9,4,0.0180633698549008
US National,Season peak percentage,Bin,percent,4,4.1,0.0217155266015201
US National,Season peak percentage,Bin,percent,4.1,4.2,0.0210245780278354
US National,Season peak percentage,Bin,percent,4.2,4.3,0.0214194057842266
US National,Season peak percentage,Bin,percent,4.3,4.4,0.0164840588293357
US National,Season peak percentage,Bin,percent,4.4,4.5,0.0171750074030204
US National,Season peak percentage,Bin,percent,4.5,4.6,0.0165827657684335
US National,Season peak percentage,Bin,percent,4.6,4.7,0.0156944033165532
US National,Season peak percentage,Bin,percent,4.7,4.8,0.0162866449511401
US National,Season peak percentage,Bin,percent,4.8,4.9,0.017964662915803
US National,Season peak percentage,Bin,percent,4.9,5,0.0173724212812161
US National,Season peak percentage,Bin,percent,5,5.1,0.0161879380120422
US National,Season peak percentage,Bin,percent,5.1,5.2,0.0164840588293357
US National,Season peak percentage,Bin,percent,5.2,5.3,0.0148060408646728
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0166814727075313
