Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0195082300345458
US National,Season onset,Bin,week,41,42,0.0128022759601707
US National,Season onset,Bin,week,42,43,0.00365779313147734
US National,Season onset,Bin,week,43,44,0.00274334484860801
US National,Season onset,Bin,week,44,45,0.00518187360292624
US National,Season onset,Bin,week,45,46,0.0147327778906726
US National,Season onset,Bin,week,46,47,0.0265190002032107
US National,Season onset,Bin,week,47,48,0.0416581995529364
US National,Season onset,Bin,week,48,49,0.0643161958951433
US National,Season onset,Bin,week,49,50,0.0883966673440358
US National,Season onset,Bin,week,50,51,0.1153220890063
US National,Season onset,Bin,week,51,52,0.139402560455192
US National,Season onset,Bin,week,52,53,0.121621621621622
US National,Season onset,Bin,week,1,2,0.0801666327982117
US National,Season onset,Bin,week,2,3,0.0433854907539118
US National,Season onset,Bin,week,3,4,0.0359682991261939
US National,Season onset,Bin,week,4,5,0.0408453566348303
US National,Season onset,Bin,week,5,6,0.0402357244462508
US National,Season onset,Bin,week,6,7,0.0243852875431823
US National,Season onset,Bin,week,7,8,0.0212355212355212
US National,Season onset,Bin,week,8,9,0.0175777281040439
US National,Season onset,Bin,week,9,10,0.019203413940256
US National,Season onset,Bin,week,10,11,0.0136151188782768
US National,Season onset,Bin,week,11,12,0.00538508433245275
US National,Season onset,Bin,week,12,13,0.000914448282869336
US National,Season onset,Bin,week,13,14,0.000304816094289779
US National,Season onset,Bin,week,14,15,0.000203210729526519
US National,Season onset,Bin,week,15,16,0.00010160536476326
US National,Season onset,Bin,week,16,17,0.00010160536476326
US National,Season onset,Bin,week,17,18,0.00010160536476326
US National,Season onset,Bin,week,18,19,0.00010160536476326
US National,Season onset,Bin,week,19,20,0.00010160536476326
US National,Season onset,Bin,week,20,21,0.00010160536476326
US National,Season onset,Bin,week,none,none,0.00010160536476326
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00582855994372425
US National,Season peak week,Bin,week,41,42,0.0069339764847754
US National,Season peak week,Bin,week,42,43,0.00803939302582655
US National,Season peak week,Bin,week,43,44,0.00854185508994071
US National,Season peak week,Bin,week,44,45,0.0069339764847754
US National,Season peak week,Bin,week,45,46,0.0047231434026731
US National,Season peak week,Bin,week,46,47,0.00452215857702744
US National,Season peak week,Bin,week,47,48,0.00834087026429505
US National,Season peak week,Bin,week,48,49,0.0134659833182595
US National,Season peak week,Bin,week,49,50,0.0286403376545071
US National,Season peak week,Bin,week,50,51,0.0371821927444478
US National,Season peak week,Bin,week,51,52,0.0527585167319867
US National,Season peak week,Bin,week,52,53,0.0575821525474827
US National,Season peak week,Bin,week,1,2,0.059792985629585
US National,Season peak week,Bin,week,2,3,0.0607979097578133
US National,Season peak week,Bin,week,3,4,0.0628077580142699
US National,Season peak week,Bin,week,4,5,0.0689377951964627
US National,Season peak week,Bin,week,5,6,0.0810973771480253
US National,Season peak week,Bin,week,6,7,0.0833082102301276
US National,Season peak week,Bin,week,7,8,0.081298361973671
US National,Season peak week,Bin,week,8,9,0.0743643854888956
US National,Season peak week,Bin,week,9,10,0.0581851070244197
US National,Season peak week,Bin,week,10,11,0.0443171540548689
US National,Season peak week,Bin,week,11,12,0.0327605265802432
US National,Season peak week,Bin,week,12,13,0.020902421867149
US National,Season peak week,Bin,week,13,14,0.012561551602854
US National,Season peak week,Bin,week,14,15,0.0091448095668777
US National,Season peak week,Bin,week,15,16,0.00371821927444478
US National,Season peak week,Bin,week,16,17,0.00110541654105115
US National,Season peak week,Bin,week,17,18,0.00110541654105115
US National,Season peak week,Bin,week,18,19,0.000100492412822832
US National,Season peak week,Bin,week,19,20,0.000100492412822832
