Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0165431848168071
US National,Season onset,Bin,week,41,42,0.0106566527961027
US National,Season onset,Bin,week,42,43,0.00639399167766163
US National,Season onset,Bin,week,43,44,0.00345072566730945
US National,Season onset,Bin,week,44,45,0.0057850400893129
US National,Season onset,Bin,week,45,46,0.0138029026692378
US National,Season onset,Bin,week,46,47,0.0255759667106465
US National,Season onset,Bin,week,47,48,0.0397848371054501
US National,Season onset,Bin,week,48,49,0.066781690855577
US National,Season onset,Bin,week,49,50,0.0910382624581346
US National,Season onset,Bin,week,50,51,0.116918704962955
US National,Season onset,Bin,week,51,52,0.141073784634122
US National,Season onset,Bin,week,52,53,0.119557495179133
US National,Season onset,Bin,week,1,2,0.0804831015934233
US National,Season onset,Bin,week,2,3,0.0458743529889374
US National,Season onset,Bin,week,3,4,0.0337968131533543
US National,Season onset,Bin,week,4,5,0.0409012483507561
US National,Season onset,Bin,week,5,6,0.0354206840556176
US National,Season onset,Bin,week,6,7,0.0284177407896072
US National,Season onset,Bin,week,7,8,0.0220237491119456
US National,Season onset,Bin,week,8,9,0.020095402415508
US National,Season onset,Bin,week,9,10,0.0162387090226327
US National,Season onset,Bin,week,10,11,0.0114685882472343
US National,Season onset,Bin,week,11,12,0.00608951588348726
US National,Season onset,Bin,week,12,13,0.00091342738252309
US National,Season onset,Bin,week,13,14,0.000101491931391454
US National,Season onset,Bin,week,14,15,0.000101491931391454
US National,Season onset,Bin,week,15,16,0.000101491931391454
US National,Season onset,Bin,week,16,17,0.000101491931391454
US National,Season onset,Bin,week,17,18,0.000101491931391454
US National,Season onset,Bin,week,18,19,0.000101491931391454
US National,Season onset,Bin,week,19,20,0.000101491931391454
US National,Season onset,Bin,week,20,21,0.000101491931391454
US National,Season onset,Bin,week,none,none,0.000101491931391454
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00703164239075841
US National,Season peak week,Bin,week,41,42,0.00552486187845304
US National,Season peak week,Bin,week,42,43,0.00783525866398795
US National,Season peak week,Bin,week,43,44,0.0072325464590658
US National,Season peak week,Bin,week,44,45,0.00843797086891009
US National,Season peak week,Bin,week,45,46,0.0072325464590658
US National,Season peak week,Bin,week,46,47,0.00612757408337519
US National,Season peak week,Bin,week,47,48,0.0071320944249121
US National,Season peak week,Bin,week,48,49,0.0129583124058262
US National,Season peak week,Bin,week,49,50,0.0258161727774987
US National,Season peak week,Bin,week,50,51,0.0382722250125565
US National,Season peak week,Bin,week,51,52,0.0499246609743847
US National,Season peak week,Bin,week,52,53,0.0568558513309895
US National,Season peak week,Bin,week,1,2,0.0595680562531391
US National,Season peak week,Bin,week,2,3,0.0619789050728277
US National,Season peak week,Bin,week,3,4,0.0654947262682069
US National,Season peak week,Bin,week,4,5,0.0708186840783526
US National,Season peak week,Bin,week,5,6,0.0750376695128076
US National,Season peak week,Bin,week,6,7,0.0881968859869412
US National,Season peak week,Bin,week,7,8,0.0795580110497238
US National,Season peak week,Bin,week,8,9,0.0756403817177298
US National,Season peak week,Bin,week,9,10,0.0597689603214465
US National,Season peak week,Bin,week,10,11,0.04299347061778
US National,Season peak week,Bin,week,11,12,0.032245102963335
US National,Season peak week,Bin,week,12,13,0.0221998995479658
US National,Season peak week,Bin,week,13,14,0.013360120542441
US National,Season peak week,Bin,week,14,15,0.00693119035660472
US National,Season peak week,Bin,week,15,16,0.00301356102461075
US National,Season peak week,Bin,week,16,17,0.00130587644399799
US National,Season peak week,Bin,week,17,18,0.000904068307383225
US National,Season peak week,Bin,week,18,19,0.000301356102461075
US National,Season peak week,Bin,week,19,20,0.000100452034153692
US National,Season peak week,Bin,week,20,21,0.000200904068307383
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.001085776330076
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00611983022406475
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0148060408646728
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0156944033165532
US National,Season peak percentage,Bin,percent,0.8,0.9,0.0095745730924884
US National,Season peak percentage,Bin,percent,0.9,1,0.00256638041654328
US National,Season peak percentage,Bin,percent,1,1.1,0.00138189714736946
US National,Season peak percentage,Bin,percent,1.1,1.2,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.2,1.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,1.3,1.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000592241634586912
US National,Season peak percentage,Bin,percent,1.6,1.7,0.00069094857368473
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00187543184285855
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00128319020827164
US National,Season peak percentage,Bin,percent,1.9,2,0.00305991511203238
US National,Season peak percentage,Bin,percent,2,2.1,0.00523146777218439
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00681077879774948
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00621853716316257
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00789655512782549
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00779784818872767
US National,Season peak percentage,Bin,percent,2.5,2.6,0.010364228605271
US National,Season peak percentage,Bin,percent,2.6,2.7,0.0129306090218142
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0146086269864771
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0150034547428684
