Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.01441770738146
US National,Season onset,Bin,week,41,42,0.0109655802619555
US National,Season onset,Bin,week,42,43,0.0045689917758148
US National,Season onset,Bin,week,43,44,0.00172606355975226
US National,Season onset,Bin,week,44,45,0.0061935221849934
US National,Season onset,Bin,week,45,46,0.0129962432734288
US National,Season onset,Bin,week,46,47,0.0284292821606254
US National,Season onset,Bin,week,47,48,0.0464006498121637
US National,Season onset,Bin,week,48,49,0.0648796832165702
US National,Season onset,Bin,week,49,50,0.0949334957863743
US National,Season onset,Bin,week,50,51,0.115849324804549
US National,Season onset,Bin,week,51,52,0.133414559853792
US National,Season onset,Bin,week,52,53,0.127119504518225
US National,Season onset,Bin,week,1,2,0.0869123768910549
US National,Season onset,Bin,week,2,3,0.0439638541983958
US National,Season onset,Bin,week,3,4,0.0345212711950452
US National,Season onset,Bin,week,4,5,0.0408163265306122
US National,Season onset,Bin,week,5,6,0.0337090059904559
US National,Season onset,Bin,week,6,7,0.0281246827089045
US National,Season onset,Bin,week,7,8,0.0190882323078485
US National,Season onset,Bin,week,8,9,0.0168545029952279
US National,Season onset,Bin,week,9,10,0.015940704640065
US National,Season onset,Bin,week,10,11,0.0109655802619555
US National,Season onset,Bin,week,11,12,0.00527972382983044
US National,Season onset,Bin,week,12,13,0.00101533150573662
US National,Season onset,Bin,week,13,14,0.000101533150573662
US National,Season onset,Bin,week,14,15,0.000101533150573662
US National,Season onset,Bin,week,15,16,0.000101533150573662
US National,Season onset,Bin,week,16,17,0.000101533150573662
US National,Season onset,Bin,week,17,18,0.000101533150573662
US National,Season onset,Bin,week,18,19,0.000101533150573662
US National,Season onset,Bin,week,19,20,0.000101533150573662
US National,Season onset,Bin,week,20,21,0.000101533150573662
US National,Season onset,Bin,week,none,none,0.000101533150573662
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00642828445158698
US National,Season peak week,Bin,week,41,42,0.0088388911209321
US National,Season peak week,Bin,week,42,43,0.00924065889915629
US National,Season peak week,Bin,week,43,44,0.00903977501004419
US National,Season peak week,Bin,week,44,45,0.00572519083969466
US National,Season peak week,Bin,week,45,46,0.00472077139413419
US National,Season peak week,Bin,week,46,47,0.00512253917235838
US National,Season peak week,Bin,week,47,48,0.00944154278826838
US National,Season peak week,Bin,week,48,49,0.0146645239051828
US National,Season peak week,Bin,week,49,50,0.0226998794696665
US National,Season peak week,Bin,week,50,51,0.0380674969867417
US National,Season peak week,Bin,week,51,52,0.0478103656086782
US National,Season peak week,Bin,week,52,53,0.0600642828445159
US National,Season peak week,Bin,week,1,2,0.0579550020088389
US National,Season peak week,Bin,week,2,3,0.0611691442346324
US National,Season peak week,Bin,week,3,4,0.0635797509039775
US National,Season peak week,Bin,week,4,5,0.0677983125753315
US National,Season peak week,Bin,week,5,6,0.075532342306147
US National,Season peak week,Bin,week,6,7,0.0852752109280836
US National,Season peak week,Bin,week,7,8,0.0820610687022901
US National,Season peak week,Bin,week,8,9,0.0748292486942547
US National,Season peak week,Bin,week,9,10,0.0593611892326235
US National,Season peak week,Bin,week,10,11,0.0457010847730012
US National,Season peak week,Bin,week,11,12,0.032241864202491
US National,Season peak week,Bin,week,12,13,0.0210928083567698
US National,Season peak week,Bin,week,13,14,0.0158698272398554
US National,Season peak week,Bin,week,14,15,0.00783447167537164
US National,Season peak week,Bin,week,15,16,0.00512253917235838
US National,Season peak week,Bin,week,16,17,0.00160707111289675
US National,Season peak week,Bin,week,17,18,0.00060265166733628
US National,Season peak week,Bin,week,18,19,0.000200883889112093
US National,Season peak week,Bin,week,19,20,0.000200883889112093
US National,Season peak week,Bin,week,20,21,0.000100441944556047
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.00138189714736946
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00641595104135821
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0161879380120422
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0117461257526404
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00750172737143421
US National,Season peak percentage,Bin,percent,0.9,1,0.00463922613759747
US National,Season peak percentage,Bin,percent,1,1.1,0.00138189714736946
US National,Season peak percentage,Bin,percent,1.1,1.2,0.00069094857368473
US National,Season peak percentage,Bin,percent,1.2,1.3,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.3,1.4,0.000296120817293456
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000197413878195637
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000592241634586912
US National,Season peak percentage,Bin,percent,1.6,1.7,0.000987069390978186
