Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0175509789996956
US National,Season onset,Bin,week,41,42,0.0149132596124582
US National,Season onset,Bin,week,42,43,0.00537688952013797
US National,Season onset,Bin,week,43,44,0.00233336715024855
US National,Season onset,Bin,week,44,45,0.00669574921375672
US National,Season onset,Bin,week,45,46,0.0153190625951101
US National,Season onset,Bin,week,46,47,0.0275946028203307
US National,Season onset,Bin,week,47,48,0.0383483818606067
US National,Season onset,Bin,week,48,49,0.062798011565385
US National,Season onset,Bin,week,49,50,0.0924216292989753
US National,Season onset,Bin,week,50,51,0.124682966419803
US National,Season onset,Bin,week,51,52,0.138074464847317
US National,Season onset,Bin,week,52,53,0.128842446991985
US National,Season onset,Bin,week,1,2,0.07862432788881
US National,Season onset,Bin,week,2,3,0.0406817490108552
US National,Season onset,Bin,week,3,4,0.0337830983057726
US National,Season onset,Bin,week,4,5,0.0371309729126509
US National,Season onset,Bin,week,5,6,0.03642081769301
US National,Season onset,Bin,week,6,7,0.025971390889723
US National,Season onset,Bin,week,7,8,0.0204930506239221
US National,Season onset,Bin,week,8,9,0.0152176118494471
US National,Season onset,Bin,week,9,10,0.0174495282540327
US National,Season onset,Bin,week,10,11,0.0117682864969058
US National,Season onset,Bin,week,11,12,0.00547834026580095
US National,Season onset,Bin,week,12,13,0.00111595820229279
US National,Season onset,Bin,week,13,14,0.000101450745662981
US National,Season onset,Bin,week,14,15,0.000101450745662981
US National,Season onset,Bin,week,15,16,0.000101450745662981
US National,Season onset,Bin,week,16,17,0.000101450745662981
US National,Season onset,Bin,week,17,18,0.000101450745662981
US National,Season onset,Bin,week,18,19,0.000101450745662981
US National,Season onset,Bin,week,19,20,0.000101450745662981
US National,Season onset,Bin,week,20,21,0.000101450745662981
US National,Season onset,Bin,week,none,none,0.000101450745662981
US National,Season peak week,Point,week,NA,NA,4
US National,Season peak week,Bin,week,40,41,0.00562136117245533
US National,Season peak week,Bin,week,41,42,0.00742822726360169
