Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0174371451743715
US National,Season onset,Bin,week,41,42,0.0125709651257097
US National,Season onset,Bin,week,42,43,0.00628548256285483
US National,Season onset,Bin,week,43,44,0.00263584752635847
US National,Season onset,Bin,week,44,45,0.0048661800486618
US National,Season onset,Bin,week,45,46,0.0125709651257097
US National,Season onset,Bin,week,46,47,0.0270681265206813
US National,Season onset,Bin,week,47,48,0.037712895377129
US National,Season onset,Bin,week,48,49,0.0654906731549067
US National,Season onset,Bin,week,49,50,0.0881995133819951
US National,Season onset,Bin,week,50,51,0.117599351175994
US National,Season onset,Bin,week,51,52,0.14213300892133
US National,Season onset,Bin,week,52,53,0.129156528791565
US National,Season onset,Bin,week,1,2,0.084448499594485
US National,Season onset,Bin,week,2,3,0.0421735604217356
US National,Season onset,Bin,week,3,4,0.034367396593674
US National,Season onset,Bin,week,4,5,0.0407542579075426
US National,Season onset,Bin,week,5,6,0.0332522303325223
US National,Season onset,Bin,week,6,7,0.0280819140308191
US National,Season onset,Bin,week,7,8,0.0216950527169505
US National,Season onset,Bin,week,8,9,0.0154095701540957
US National,Season onset,Bin,week,9,10,0.0158150851581508
US National,Season onset,Bin,week,10,11,0.0123682076236821
US National,Season onset,Bin,week,11,12,0.00557583130575831
US National,Season onset,Bin,week,12,13,0.00121654501216545
US National,Season onset,Bin,week,13,14,0.000304136253041363
US National,Season onset,Bin,week,14,15,0.000101378751013788
US National,Season onset,Bin,week,15,16,0.000101378751013788
US National,Season onset,Bin,week,16,17,0.000101378751013788
US National,Season onset,Bin,week,17,18,0.000101378751013788
US National,Season onset,Bin,week,18,19,0.000101378751013788
US National,Season onset,Bin,week,19,20,0.000101378751013788
US National,Season onset,Bin,week,20,21,0.000101378751013788
US National,Season onset,Bin,week,none,none,0.000101378751013788
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00673163870189892
US National,Season peak week,Bin,week,41,42,0.00733447201848689
US National,Season peak week,Bin,week,42,43,0.00944438862654476
US National,Season peak week,Bin,week,43,44,0.00783683311564352
US National,Season peak week,Bin,week,44,45,0.00653069426303627
US National,Season peak week,Bin,week,45,46,0.00361699989952778
US National,Season peak week,Bin,week,46,47,0.00582738872701698
US National,Season peak week,Bin,week,47,48,0.00713352757962423
US National,Season peak week,Bin,week,48,49,0.0132623329649352
US National,Season peak week,Bin,week,49,50,0.0260223048327138
US National,Season peak week,Bin,week,50,51,0.0390836933587863
US National,Season peak week,Bin,week,51,52,0.0467195820355672
US National,Season peak week,Bin,week,52,53,0.0606852205365217
US National,Season peak week,Bin,week,1,2,0.0576710539535818
US National,Season peak week,Bin,week,2,3,0.0603838038782277
US National,Season peak week,Bin,week,3,4,0.0651059981915
